a_i  	N_t         	N_i         	N_p         
0.010	1.040131e+05	4.484257e+01	1.039683e+05
0.020	7.072095e+04	0.000000e+00	7.072095e+04
0.030	6.177521e+04	0.000000e+00	6.177521e+04
0.040	5.738515e+04	1.349633e+02	5.725019e+04
0.050	5.564065e+04	1.335406e+03	5.430525e+04
0.060	5.538182e+04	3.260256e+03	5.212156e+04
0.070	5.528449e+04	4.910819e+03	5.037367e+04
0.080	5.533742e+04	6.433426e+03	4.890400e+04
0.090	5.543191e+04	7.804068e+03	4.762784e+04
0.100	5.538600e+04	8.891936e+03	4.649406e+04
0.110	5.552104e+04	1.005142e+04	4.546962e+04
0.120	5.590314e+04	1.137163e+04	4.453151e+04
0.130	5.632314e+04	1.265996e+04	4.366317e+04
0.140	5.672811e+04	1.387596e+04	4.285216e+04
0.150	5.718048e+04	1.509151e+04	4.208897e+04
0.160	5.769828e+04	1.633213e+04	4.136615e+04
0.170	5.826561e+04	1.758780e+04	4.067781e+04
0.180	5.889966e+04	1.888047e+04	4.001919e+04
0.190	5.962767e+04	2.024125e+04	3.938643e+04
0.200	6.044940e+04	2.167306e+04	3.877634e+04
0.210	6.133252e+04	2.314621e+04	3.818631e+04
0.220	6.226163e+04	2.464751e+04	3.761412e+04
0.230	6.324693e+04	2.618902e+04	3.705792e+04
0.240	6.430880e+04	2.779266e+04	3.651614e+04
0.250	6.544931e+04	2.946186e+04	3.598745e+04
0.260	6.666482e+04	3.119412e+04	3.547070e+04
0.270	6.795241e+04	3.298750e+04	3.496491e+04
0.280	6.931909e+04	3.484986e+04	3.446923e+04
0.290	7.076474e+04	3.678182e+04	3.398292e+04
0.300	7.228228e+04	3.877693e+04	3.350535e+04
0.310	7.385542e+04	4.081946e+04	3.303596e+04
0.320	7.547391e+04	4.289966e+04	3.257425e+04
0.330	7.713284e+04	4.501304e+04	3.211980e+04
0.340	7.884153e+04	4.716930e+04	3.167224e+04
0.350	8.061766e+04	4.938644e+04	3.123123e+04
0.360	8.248689e+04	5.169042e+04	3.079648e+04
0.370	8.446897e+04	5.410124e+04	3.036773e+04
0.380	8.657759e+04	5.663282e+04	2.994476e+04
0.390	8.881370e+04	5.928633e+04	2.952737e+04
0.400	9.117100e+04	6.205563e+04	2.911537e+04
0.410	9.363179e+04	6.492319e+04	2.870860e+04
0.420	9.617488e+04	6.786796e+04	2.830693e+04
0.430	9.877446e+04	7.086424e+04	2.791022e+04
0.440	1.014095e+05	7.389112e+04	2.751836e+04
0.450	1.040655e+05	7.693424e+04	2.713125e+04
0.460	1.067435e+05	7.999465e+04	2.674880e+04
0.470	1.094563e+05	8.308537e+04	2.637093e+04
0.480	1.122272e+05	8.622968e+04	2.599756e+04
0.490	1.150801e+05	8.945145e+04	2.562863e+04
0.500	1.180373e+05	9.277328e+04	2.526407e+04
0.510	1.211140e+05	9.621022e+04	2.490383e+04
0.520	1.243179e+05	9.977002e+04	2.454786e+04
0.530	1.276466e+05	1.034505e+05	2.419611e+04
0.540	1.310923e+05	1.072437e+05	2.384854e+04
0.550	1.346423e+05	1.111372e+05	2.350511e+04
