a_i  	N_t         	N_i         	N_p         
0.010	4.258731e+04	4.681012e-01	4.258684e+04
0.020	2.390487e+04	0.000000e+00	2.390487e+04
0.030	1.906282e+04	9.034947e-01	1.906191e+04
0.040	1.670739e+04	2.245297e-01	1.670717e+04
0.050	1.523991e+04	1.673312e+00	1.523824e+04
0.060	1.419539e+04	0.000000e+00	1.419539e+04
0.070	1.344262e+04	4.696629e+01	1.339565e+04
0.080	1.306644e+04	3.159476e+02	1.275049e+04
0.090	1.291747e+04	7.058283e+02	1.221164e+04
0.100	1.278781e+04	1.037898e+03	1.174991e+04
0.110	1.270563e+04	1.359169e+03	1.134646e+04
0.120	1.272360e+04	1.735207e+03	1.098839e+04
0.130	1.273746e+04	2.070916e+03	1.066654e+04
0.140	1.270598e+04	2.331824e+03	1.037415e+04
0.150	1.268678e+04	2.580616e+03	1.010617e+04
0.160	1.269927e+04	2.840613e+03	9.858661e+03
0.170	1.272262e+04	3.094053e+03	9.628566e+03
0.180	1.275304e+04	3.339602e+03	9.413436e+03
0.190	1.279976e+04	3.588468e+03	9.211294e+03
0.200	1.285901e+04	3.838489e+03	9.020521e+03
0.210	1.291602e+04	4.076237e+03	8.839779e+03
0.220	1.296569e+04	4.297744e+03	8.667949e+03
0.230	1.301788e+04	4.513796e+03	8.504089e+03
0.240	1.308370e+04	4.736307e+03	8.347396e+03
0.250	1.316372e+04	4.966538e+03	8.197184e+03
0.260	1.325202e+04	5.199154e+03	8.052862e+03
0.270	1.334467e+04	5.430757e+03	7.913915e+03
0.280	1.344229e+04	5.662388e+03	7.779897e+03
0.290	1.354636e+04	5.895948e+03	7.650413e+03
0.300	1.365704e+04	6.131919e+03	7.525119e+03
0.310	1.377317e+04	6.369461e+03	7.403707e+03
0.320	1.389374e+04	6.607836e+03	7.285904e+03
0.330	1.401818e+04	6.846711e+03	7.171468e+03
0.340	1.414669e+04	7.086515e+03	7.060180e+03
0.350	1.427987e+04	7.328025e+03	6.951844e+03
0.360	1.441844e+04	7.572156e+03	6.846284e+03
0.370	1.456238e+04	7.819037e+03	6.743339e+03
0.380	1.471113e+04	8.068270e+03	6.642864e+03
0.390	1.486430e+04	8.319569e+03	6.544727e+03
0.400	1.502282e+04	8.574010e+03	6.448808e+03
0.410	1.518860e+04	8.833607e+03	6.354996e+03
0.420	1.536361e+04	9.100417e+03	6.263190e+03
0.430	1.554841e+04	9.375114e+03	6.173298e+03
0.440	1.574253e+04	9.657297e+03	6.085233e+03
0.450	1.594499e+04	9.946071e+03	5.998917e+03
0.460	1.615542e+04	1.024115e+04	5.914277e+03
0.470	1.637376e+04	1.054251e+04	5.831246e+03
0.480	1.660007e+04	1.085031e+04	5.749760e+03
0.490	1.683395e+04	1.116419e+04	5.669762e+03
0.500	1.707469e+04	1.148349e+04	5.591197e+03
0.510	1.732085e+04	1.180683e+04	5.514015e+03
0.520	1.757064e+04	1.213247e+04	5.438167e+03
0.530	1.782219e+04	1.245858e+04	5.363611e+03
0.540	1.807478e+04	1.278448e+04	5.290304e+03
0.550	1.832923e+04	1.311102e+04	5.218208e+03
0.560	1.858780e+04	1.344052e+04	5.147285e+03
0.570	1.885297e+04	1.377547e+04	5.077502e+03
0.580	1.912677e+04	1.411794e+04	5.008826e+03
0.590	1.941025e+04	1.446902e+04	4.941226e+03
0.600	1.970406e+04	1.482939e+04	4.874673e+03
0.610	2.000849e+04	1.519935e+04	4.809140e+03
0.620	2.032382e+04	1.557922e+04	4.744600e+03
0.630	2.064997e+04	1.596894e+04	4.681030e+03
0.640	2.098671e+04	1.636830e+04	4.618405e+03
0.650	2.133333e+04	1.677663e+04	4.556703e+03
0.660	2.168902e+04	1.719312e+04	4.495904e+03
0.670	2.205245e+04	1.761646e+04	4.435986e+03
0.680	2.242213e+04	1.804520e+04	4.376930e+03
0.690	2.279641e+04	1.847769e+04	4.318719e+03
0.700	2.317412e+04	1.891279e+04	4.261333e+03
0.710	2.355463e+04	1.934988e+04	4.204757e+03
0.720	2.393818e+04	1.978921e+04	4.148973e+03
0.730	2.432540e+04	2.023144e+04	4.093967e+03
0.740	2.471728e+04	2.067756e+04	4.039723e+03
0.750	2.511465e+04	2.112842e+04	3.986227e+03
0.760	2.551853e+04	2.158507e+04	3.933465e+03
0.770	2.592999e+04	2.204857e+04	3.881423e+03
0.780	2.635046e+04	2.252037e+04	3.830089e+03
0.790	2.678129e+04	2.300184e+04	3.779451e+03
0.800	2.722377e+04	2.349428e+04	3.729495e+03
0.810	2.767858e+04	2.399837e+04	3.680211e+03
0.820	2.814590e+04	2.451432e+04	3.631587e+03
0.830	2.862537e+04	2.504176e+04	3.583612e+03
0.840	2.911650e+04	2.558023e+04	3.536275e+03
0.850	2.961869e+04	2.612912e+04	3.489567e+03
0.860	3.013151e+04	2.668804e+04	3.443477e+03
0.870	3.065442e+04	2.725643e+04	3.397996e+03
0.880	3.118693e+04	2.783382e+04	3.353113e+03
0.890	3.172835e+04	2.841953e+04	3.308820e+03
0.900	3.227812e+04	2.901302e+04	3.265108e+03
0.910	3.283570e+04	2.961373e+04	3.221968e+03
0.920	3.340087e+04	3.022148e+04	3.179392e+03
0.930	3.397358e+04	3.083621e+04	3.137371e+03
0.940	3.455415e+04	3.145826e+04	3.095896e+03
0.950	3.514300e+04	3.208804e+04	3.054961e+03
0.960	3.574074e+04	3.272618e+04	3.014557e+03
0.970	3.634792e+04	3.337324e+04	2.974677e+03
0.980	3.696509e+04	3.402977e+04	2.935313e+03
0.990	3.759254e+04	3.469609e+04	2.896458e+03
1.000	3.823052e+04	3.537242e+04	2.858105e+03
1.010	3.887908e+04	3.605883e+04	2.820247e+03
1.020	3.953839e+04	3.675551e+04	2.782876e+03
1.030	4.020864e+04	3.746265e+04	2.745987e+03
1.040	4.089009e+04	3.818051e+04	2.709573e+03
1.050	4.158272e+04	3.890909e+04	2.673626e+03
1.060	4.228625e+04	3.964811e+04	2.638142e+03
1.070	4.299990e+04	4.039679e+04	2.603113e+03
1.080	4.372270e+04	4.115417e+04	2.568534e+03
1.090	4.445354e+04	4.191914e+04	2.534398e+03
1.100	4.519154e+04	4.269084e+04	2.500699e+03
1.110	4.593604e+04	4.346860e+04	2.467432e+03
1.120	4.668675e+04	4.425216e+04	2.434591e+03
1.130	4.744346e+04	4.504129e+04	2.402171e+03
1.140	4.820610e+04	4.583593e+04	2.370165e+03
1.150	4.897447e+04	4.663590e+04	2.338568e+03
1.160	4.974851e+04	4.744114e+04	2.307376e+03
1.170	5.052829e+04	4.825170e+04	2.276582e+03
1.180	5.131423e+04	4.906805e+04	2.246181e+03
1.190	5.210714e+04	4.989097e+04	2.216169e+03
1.200	5.290823e+04	5.072169e+04	2.186540e+03
1.210	5.371886e+04	5.156157e+04	2.157289e+03
1.220	5.454048e+04	5.241207e+04	2.128411e+03
1.230	5.537445e+04	5.327454e+04	2.099902e+03
1.240	5.622203e+04	5.415027e+04	2.071757e+03
1.250	5.708428e+04	5.504031e+04	2.043971e+03
1.260	5.796212e+04	5.594558e+04	2.016539e+03
1.270	5.885622e+04	5.686677e+04	1.989457e+03
1.280	5.976714e+04	5.780442e+04	1.962720e+03
1.290	6.069518e+04	5.875886e+04	1.936324e+03
1.300	6.164062e+04	5.973035e+04	1.910264e+03
1.310	6.260353e+04	6.071899e+04	1.884537e+03
1.320	6.358386e+04	6.172473e+04	1.859138e+03
1.330	6.458122e+04	6.274716e+04	1.834062e+03
1.340	6.559488e+04	6.378558e+04	1.809306e+03
1.350	6.662364e+04	6.483878e+04	1.784865e+03
1.360	6.766609e+04	6.590536e+04	1.760736e+03
1.370	6.872064e+04	6.698373e+04	1.736914e+03
1.380	6.978581e+04	6.807242e+04	1.713395e+03
1.390	7.086026e+04	6.917009e+04	1.690176e+03
1.400	7.194285e+04	7.027560e+04	1.667253e+03
1.410	7.303244e+04	7.138782e+04	1.644622e+03
1.420	7.412791e+04	7.250563e+04	1.622279e+03
1.430	7.522798e+04	7.362776e+04	1.600220e+03
1.440	7.633146e+04	7.475302e+04	1.578442e+03
1.450	7.743725e+04	7.588031e+04	1.556942e+03
1.460	7.854462e+04	7.700891e+04	1.535716e+03
1.470	7.965326e+04	7.813850e+04	1.514759e+03
1.480	8.076327e+04	7.926920e+04	1.494070e+03
1.490	8.187507e+04	8.040143e+04	1.473644e+03
1.500	8.298933e+04	8.153585e+04	1.453478e+03
1.510	8.410677e+04	8.267320e+04	1.433568e+03
1.520	8.522818e+04	8.381427e+04	1.413912e+03
1.530	8.635429e+04	8.495978e+04	1.394506e+03
1.540	8.748585e+04	8.611050e+04	1.375348e+03
1.550	8.862363e+04	8.726720e+04	1.356432e+03
1.560	8.976851e+04	8.843076e+04	1.337758e+03
1.570	9.092140e+04	8.960208e+04	1.319321e+03
1.580	9.208329e+04	9.078217e+04	1.301119e+03
1.590	9.325522e+04	9.197207e+04	1.283149e+03
1.600	9.443830e+04	9.317289e+04	1.265407e+03
1.610	9.563362e+04	9.438573e+04	1.247891e+03
1.620	9.684222e+04	9.561163e+04	1.230597e+03
1.630	9.806498e+04	9.685146e+04	1.213524e+03
1.640	9.930278e+04	9.810611e+04	1.196668e+03
1.650	1.005563e+05	9.937626e+04	1.180026e+03
1.660	1.018253e+05	1.006617e+05	1.163595e+03
1.670	1.031093e+05	1.019619e+05	1.147374e+03
1.680	1.044082e+05	1.032768e+05	1.131359e+03
1.690	1.057218e+05	1.046062e+05	1.115548e+03
1.700	1.070496e+05	1.059497e+05	1.099938e+03
1.710	1.083909e+05	1.073064e+05	1.084526e+03
1.720	1.097453e+05	1.086760e+05	1.069311e+03
1.730	1.111122e+05	1.100579e+05	1.054289e+03
1.740	1.124913e+05	1.114519e+05	1.039458e+03
1.750	1.138825e+05	1.128576e+05	1.024815e+03
1.760	1.152848e+05	1.142744e+05	1.010358e+03
1.770	1.166974e+05	1.157013e+05	9.960851e+02
1.780	1.181190e+05	1.171370e+05	9.819930e+02
1.790	1.195485e+05	1.185804e+05	9.680795e+02
1.800	1.209848e+05	1.200304e+05	9.543425e+02
1.810	1.224267e+05	1.214859e+05	9.407797e+02
1.820	1.238733e+05	1.229459e+05	9.273888e+02
1.830	1.253241e+05	1.244100e+05	9.141678e+02
1.840	1.267789e+05	1.258778e+05	9.011148e+02
1.850	1.282373e+05	1.273491e+05	8.882275e+02
1.860	1.296990e+05	1.288235e+05	8.755039e+02
1.870	1.311635e+05	1.303005e+05	8.629418e+02
1.880	1.326300e+05	1.317795e+05	8.505393e+02
1.890	1.340979e+05	1.332596e+05	8.382944e+02
1.900	1.355665e+05	1.347403e+05	8.262051e+02
1.910	1.370356e+05	1.362214e+05	8.142693e+02
1.920	1.385052e+05	1.377027e+05	8.024848e+02
1.930	1.399751e+05	1.391843e+05	7.908498e+02
1.940	1.414456e+05	1.406662e+05	7.793623e+02
1.950	1.429168e+05	1.421488e+05	7.680205e+02
1.960	1.443892e+05	1.436324e+05	7.568223e+02
1.970	1.458632e+05	1.451174e+05	7.457661e+02
1.980	1.473391e+05	1.466042e+05	7.348499e+02
1.990	1.488172e+05	1.480931e+05	7.240720e+02
2.000	1.502977e+05	1.495843e+05	7.134307e+02
2.010	1.517809e+05	1.510780e+05	7.029244e+02
2.020	1.532668e+05	1.525742e+05	6.925514e+02
2.030	1.547554e+05	1.540731e+05	6.823100e+02
2.040	1.562469e+05	1.555747e+05	6.721985e+02
2.050	1.577417e+05	1.570795e+05	6.622151e+02
2.060	1.592402e+05	1.585879e+05	6.523581e+02
2.070	1.607430e+05	1.601004e+05	6.426258e+02
2.080	1.622502e+05	1.616171e+05	6.330166e+02
2.090	1.637617e+05	1.631382e+05	6.235288e+02
2.100	1.652783e+05	1.646642e+05	6.141611e+02
2.110	1.668004e+05	1.661955e+05	6.049117e+02
2.120	1.683288e+05	1.677330e+05	5.957792e+02
2.130	1.698637e+05	1.692770e+05	5.867622e+02
2.140	1.714053e+05	1.708275e+05	5.778591e+02
2.150	1.729537e+05	1.723846e+05	5.690685e+02
2.160	1.745087e+05	1.739483e+05	5.603889e+02
2.170	1.760705e+05	1.755187e+05	5.518189e+02
2.180	1.776391e+05	1.770957e+05	5.433572e+02
2.190	1.792143e+05	1.786793e+05	5.350022e+02
2.200	1.807963e+05	1.802695e+05	5.267527e+02
2.210	1.823854e+05	1.818668e+05	5.186072e+02
2.220	1.839818e+05	1.834712e+05	5.105645e+02
2.230	1.855857e+05	1.850830e+05	5.026231e+02
2.240	1.871970e+05	1.867022e+05	4.947819e+02
2.250	1.888158e+05	1.883288e+05	4.870395e+02
2.260	1.904421e+05	1.899627e+05	4.793947e+02
2.270	1.920757e+05	1.916039e+05	4.718461e+02
2.280	1.937166e+05	1.932522e+05	4.643925e+02
2.290	1.953647e+05	1.949077e+05	4.570327e+02
2.300	1.970199e+05	1.965701e+05	4.497655e+02
2.310	1.986822e+05	1.982396e+05	4.425898e+02
2.320	2.003512e+05	1.999157e+05	4.355042e+02
2.330	2.020269e+05	2.015984e+05	4.285078e+02
2.340	2.037090e+05	2.032874e+05	4.215993e+02
2.350	2.053975e+05	2.049828e+05	4.147777e+02
2.360	2.070923e+05	2.066843e+05	4.080419e+02
2.370	2.087932e+05	2.083918e+05	4.013908e+02
2.380	2.105000e+05	2.101052e+05	3.948233e+02
2.390	2.122126e+05	2.118243e+05	3.883383e+02
2.400	2.139309e+05	2.135490e+05	3.819349e+02
2.410	2.156545e+05	2.152789e+05	3.756119e+02
2.420	2.173832e+05	2.170138e+05	3.693684e+02
