a_i  	N_t         	N_i         	N_p         
0.010	1.469622e+05	0.000000e+00	1.469622e+05
0.020	1.087283e+05	4.991774e+01	1.086784e+05
0.030	9.837101e+04	0.000000e+00	9.837101e+04
0.040	9.338373e+04	2.359812e+02	9.314775e+04
0.050	9.234795e+04	2.611569e+03	8.973638e+04
0.060	9.221535e+04	5.021072e+03	8.719428e+04
0.070	9.179248e+04	6.645306e+03	8.514717e+04
0.080	9.173915e+04	8.324416e+03	8.341474e+04
0.090	9.172600e+04	9.825316e+03	8.190069e+04
0.100	9.159865e+04	1.105156e+04	8.054708e+04
0.110	9.166584e+04	1.234923e+04	7.931662e+04
0.120	9.192852e+04	1.374533e+04	7.818318e+04
0.130	9.218758e+04	1.505961e+04	7.712797e+04
0.140	9.241219e+04	1.627545e+04	7.613674e+04
0.150	9.268733e+04	1.748876e+04	7.519858e+04
0.160	9.304949e+04	1.874462e+04	7.430487e+04
0.170	9.349115e+04	2.004236e+04	7.344879e+04
0.180	9.401981e+04	2.139504e+04	7.262478e+04
0.190	9.464290e+04	2.281458e+04	7.182832e+04
0.200	9.534049e+04	2.428481e+04	7.105568e+04
0.210	9.607469e+04	2.577094e+04	7.030375e+04
0.220	9.683438e+04	2.726446e+04	6.956992e+04
0.230	9.764204e+04	2.879004e+04	6.885200e+04
0.240	9.852978e+04	3.038166e+04	6.814812e+04
0.250	9.950589e+04	3.204921e+04	6.745668e+04
0.260	1.005637e+05	3.378734e+04	6.677633e+04
0.270	1.016934e+05	3.558752e+04	6.610589e+04
0.280	1.028927e+05	3.744832e+04	6.544434e+04
0.290	1.041548e+05	3.936403e+04	6.479081e+04
0.300	1.054721e+05	4.132758e+04	6.414453e+04
0.310	1.068344e+05	4.332956e+04	6.350486e+04
0.320	1.082408e+05	4.536961e+04	6.287122e+04
0.330	1.096981e+05	4.745504e+04	6.224311e+04
0.340	1.112259e+05	4.960583e+04	6.162009e+04
0.350	1.128464e+05	5.184463e+04	6.100179e+04
0.360	1.145828e+05	5.419493e+04	6.038789e+04
0.370	1.164482e+05	5.667008e+04	5.977810e+04
0.380	1.184467e+05	5.927451e+04	5.917219e+04
0.390	1.205688e+05	6.199887e+04	5.856995e+04
0.400	1.227990e+05	6.482778e+04	5.797119e+04
0.410	1.251162e+05	6.774040e+04	5.737577e+04
0.420	1.275015e+05	7.071792e+04	5.678357e+04
0.430	1.299354e+05	7.374094e+04	5.619448e+04
0.440	1.324059e+05	7.679752e+04	5.560841e+04
0.450	1.349097e+05	7.988444e+04	5.502530e+04
0.460	1.374597e+05	8.301457e+04	5.444509e+04
0.470	1.400775e+05	8.620978e+04	5.386775e+04
0.480	1.427914e+05	8.949811e+04	5.329325e+04
0.490	1.456263e+05	9.290475e+04	5.272157e+04
0.500	1.486037e+05	9.645095e+04	5.215270e+04
0.510	1.517345e+05	1.001479e+05	5.158666e+04
0.520	1.550206e+05	1.039972e+05	5.102345e+04
0.530	1.584517e+05	1.079886e+05	5.046308e+04
0.540	1.620123e+05	1.121067e+05	4.990558e+04
0.550	1.656851e+05	1.163342e+05	4.935097e+04
0.560	1.694553e+05	1.206560e+05	4.879929e+04
0.570	1.733087e+05	1.250582e+05	4.825057e+04
0.580	1.772335e+05	1.295286e+05	4.770486e+04
0.590	1.812192e+05	1.340570e+05	4.716219e+04
0.600	1.852612e+05	1.386386e+05	4.662260e+04
0.610	1.893607e+05	1.432745e+05	4.608615e+04
