a_i  	N_t         	N_i         	N_p         
0.010	1.041406e+05	4.313575e+00	1.041362e+05
0.020	6.805273e+04	3.143428e+01	6.802129e+04
0.030	5.832222e+04	0.000000e+00	5.832222e+04
0.040	5.363942e+04	2.076978e+02	5.343172e+04
0.050	5.252899e+04	2.265656e+03	5.026334e+04
0.060	5.254241e+04	4.617640e+03	4.792477e+04
0.070	5.231160e+04	6.250335e+03	4.606126e+04
0.080	5.242581e+04	7.924290e+03	4.450152e+04
0.090	5.259510e+04	9.441560e+03	4.315354e+04
0.100	5.265618e+04	1.069440e+04	4.196178e+04
0.110	5.292503e+04	1.203468e+04	4.089035e+04
0.120	5.340405e+04	1.348989e+04	3.991416e+04
0.130	5.388424e+04	1.486910e+04	3.901514e+04
0.140	5.433245e+04	1.615277e+04	3.817968e+04
0.150	5.483415e+04	1.743676e+04	3.739739e+04
0.160	5.542989e+04	1.876980e+04	3.666009e+04
0.170	5.611377e+04	2.015242e+04	3.596135e+04
0.180	5.689453e+04	2.159859e+04	3.529594e+04
0.190	5.777709e+04	2.311747e+04	3.465963e+04
0.200	5.873953e+04	2.469061e+04	3.404892e+04
0.210	5.974209e+04	2.628117e+04	3.346092e+04
0.220	6.077480e+04	2.788158e+04	3.289322e+04
0.230	6.186247e+04	2.951870e+04	3.234377e+04
0.240	6.303978e+04	3.122895e+04	3.181083e+04
0.250	6.431506e+04	3.302212e+04	3.129294e+04
0.260	6.567923e+04	3.489042e+04	3.078882e+04
0.270	6.711757e+04	3.682020e+04	3.029737e+04
0.280	6.862228e+04	3.880463e+04	2.981765e+04
0.290	7.018417e+04	4.083534e+04	2.934883e+04
0.300	7.179613e+04	4.290594e+04	2.889019e+04
0.310	7.345235e+04	4.501124e+04	2.844110e+04
0.320	7.515888e+04	4.715788e+04	2.800100e+04
0.330	7.693104e+04	4.936166e+04	2.756938e+04
0.340	7.879276e+04	5.164693e+04	2.714583e+04
0.350	8.076581e+04	5.403587e+04	2.672994e+04
0.360	8.286733e+04	5.654595e+04	2.632138e+04
0.370	8.510097e+04	5.918114e+04	2.591983e+04
0.380	8.745779e+04	6.193278e+04	2.552502e+04
0.390	8.991599e+04	6.477930e+04	2.513669e+04
0.400	9.245233e+04	6.769771e+04	2.475462e+04
0.410	9.504535e+04	7.066675e+04	2.437860e+04
0.420	9.767969e+04	7.367123e+04	2.400846e+04
0.430	1.003441e+05	7.670009e+04	2.364402e+04
0.440	1.030361e+05	7.975094e+04	2.328513e+04
0.450	1.057630e+05	8.283139e+04	2.293165e+04
0.460	1.085433e+05	8.595984e+04	2.258345e+04
