a_i  	N_t         	N_i         	N_p         
2.030	1.104793e+06	1.103122e+06	1.670056e+03
2.040	1.111673e+06	1.110027e+06	1.645489e+03
2.050	1.118525e+06	1.116903e+06	1.621279e+03
2.060	1.125348e+06	1.123751e+06	1.597420e+03
2.070	1.132143e+06	1.130569e+06	1.573906e+03
2.080	1.138909e+06	1.137358e+06	1.550732e+03
2.090	1.145645e+06	1.144117e+06	1.527892e+03
2.100	1.152352e+06	1.150846e+06	1.505380e+03
2.110	1.159028e+06	1.157545e+06	1.483193e+03
2.120	1.165675e+06	1.164214e+06	1.461324e+03
2.130	1.172292e+06	1.170852e+06	1.439769e+03
2.140	1.178877e+06	1.177459e+06	1.418523e+03
2.150	1.185432e+06	1.184034e+06	1.397581e+03
2.160	1.191954e+06	1.190577e+06	1.376939e+03
2.170	1.198444e+06	1.197088e+06	1.356592e+03
2.180	1.204901e+06	1.203564e+06	1.336535e+03
2.190	1.211323e+06	1.210006e+06	1.316765e+03
2.200	1.217710e+06	1.216413e+06	1.297276e+03
2.210	1.224063e+06	1.222785e+06	1.278064e+03
2.220	1.230382e+06	1.229123e+06	1.259124e+03
2.230	1.236667e+06	1.235427e+06	1.240454e+03
2.240	1.242920e+06	1.241698e+06	1.222048e+03
2.250	1.249140e+06	1.247936e+06	1.203903e+03
2.260	1.255327e+06	1.254141e+06	1.186014e+03
2.270	1.261481e+06	1.260313e+06	1.168378e+03
2.280	1.267602e+06	1.266451e+06	1.150990e+03
2.290	1.273690e+06	1.272556e+06	1.133848e+03
2.300	1.279744e+06	1.278627e+06	1.116946e+03
2.310	1.285765e+06	1.284665e+06	1.100282e+03
2.320	1.291753e+06	1.290669e+06	1.083852e+03
2.330	1.297707e+06	1.296640e+06	1.067653e+03
2.340	1.303629e+06	1.302577e+06	1.051681e+03
2.350	1.309517e+06	1.308481e+06	1.035932e+03
2.360	1.315373e+06	1.314353e+06	1.020404e+03
2.370	1.321196e+06	1.320191e+06	1.005092e+03
2.380	1.326987e+06	1.325997e+06	9.899952e+02
2.390	1.332745e+06	1.331770e+06	9.751087e+02
2.400	1.338472e+06	1.337511e+06	9.604298e+02
2.410	1.344165e+06	1.343219e+06	9.459555e+02
2.420	1.349826e+06	1.348895e+06	9.316828e+02
2.430	1.355455e+06	1.354537e+06	9.176085e+02
2.440	1.361051e+06	1.360147e+06	9.037297e+02
2.450	1.366615e+06	1.365724e+06	8.900436e+02
2.460	1.372146e+06	1.371269e+06	8.765473e+02
2.470	1.377645e+06	1.376782e+06	8.632381e+02
2.480	1.383113e+06	1.382263e+06	8.501132e+02
2.490	1.388549e+06	1.387711e+06	8.371699e+02
2.500	1.393953e+06	1.393129e+06	8.244057e+02
2.510	1.399327e+06	1.398515e+06	8.118179e+02
2.520	1.404670e+06	1.403870e+06	7.994039e+02
2.530	1.409982e+06	1.409195e+06	7.871610e+02
2.540	1.415264e+06	1.414489e+06	7.750867e+02
2.550	1.420516e+06	1.419753e+06	7.631785e+02
2.560	1.425739e+06	1.424987e+06	7.514339e+02
2.570	1.430932e+06	1.430192e+06	7.398504e+02
2.580	1.436096e+06	1.435367e+06	7.284258e+02
2.590	1.441231e+06	1.440513e+06	7.171578e+02
2.600	1.446337e+06	1.445631e+06	7.060441e+02
2.610	1.451415e+06	1.450719e+06	6.950824e+02
2.620	1.456464e+06	1.455780e+06	6.842706e+02
2.630	1.461485e+06	1.460812e+06	6.736065e+02
2.640	1.466479e+06	1.465816e+06	6.630880e+02
2.650	1.471446e+06	1.470793e+06	6.527131e+02
2.660	1.476386e+06	1.475744e+06	6.424796e+02
2.670	1.481300e+06	1.480668e+06	6.323855e+02
2.680	1.486189e+06	1.485566e+06	6.224287e+02
2.690	1.491052e+06	1.490439e+06	6.126074e+02
2.700	1.495889e+06	1.495286e+06	6.029196e+02
2.710	1.500701e+06	1.500108e+06	5.933633e+02
2.720	1.505489e+06	1.504905e+06	5.839367e+02
2.730	1.510252e+06	1.509677e+06	5.746379e+02
2.740	1.514991e+06	1.514425e+06	5.654651e+02
2.750	1.519705e+06	1.519148e+06	5.564165e+02
2.760	1.524395e+06	1.523847e+06	5.474902e+02
2.770	1.529061e+06	1.528522e+06	5.386845e+02
2.780	1.533703e+06	1.533173e+06	5.299977e+02
2.790	1.538321e+06	1.537800e+06	5.214281e+02
2.800	1.542916e+06	1.542403e+06	5.129740e+02
2.810	1.547488e+06	1.546984e+06	5.046339e+02
2.820	1.552037e+06	1.551541e+06	4.964060e+02
2.830	1.556563e+06	1.556075e+06	4.882889e+02
2.840	1.561067e+06	1.560586e+06	4.802810e+02
2.850	1.565547e+06	1.565075e+06	4.723808e+02
2.860	1.570005e+06	1.569541e+06	4.645868e+02
2.870	1.574440e+06	1.573984e+06	4.568975e+02
2.880	1.578853e+06	1.578404e+06	4.493114e+02
2.890	1.583244e+06	1.582802e+06	4.418272e+02
2.900	1.587614e+06	1.587179e+06	4.344434e+02
2.910	1.591962e+06	1.591535e+06	4.271585e+02
2.920	1.596290e+06	1.595870e+06	4.199714e+02
2.930	1.600598e+06	1.600185e+06	4.128806e+02
2.940	1.604886e+06	1.604480e+06	4.058848e+02
2.950	1.609153e+06	1.608754e+06	3.989827e+02
2.960	1.613401e+06	1.613009e+06	3.921730e+02
2.970	1.617630e+06	1.617245e+06	3.854544e+02
2.980	1.621840e+06	1.621461e+06	3.788256e+02
2.990	1.626031e+06	1.625659e+06	3.722855e+02
3.000	1.630203e+06	1.629837e+06	3.658327e+02
3.010	1.634357e+06	1.633997e+06	3.594661e+02
3.020	1.638492e+06	1.638139e+06	3.531844e+02
3.030	1.642609e+06	1.642262e+06	3.469865e+02
3.040	1.646708e+06	1.646367e+06	3.408712e+02
3.050	1.650790e+06	1.650455e+06	3.348375e+02
3.060	1.654853e+06	1.654524e+06	3.288840e+02
3.070	1.658897e+06	1.658574e+06	3.230099e+02
3.080	1.662922e+06	1.662605e+06	3.172138e+02
3.090	1.666928e+06	1.666617e+06	3.114948e+02
3.100	1.670916e+06	1.670610e+06	3.058517e+02
3.110	1.674885e+06	1.674585e+06	3.002835e+02
3.120	1.678837e+06	1.678542e+06	2.947891e+02
3.130	1.682770e+06	1.682480e+06	2.893676e+02
3.140	1.686684e+06	1.686400e+06	2.840179e+02
3.150	1.690582e+06	1.690303e+06	2.787390e+02
3.160	1.694461e+06	1.694187e+06	2.735302e+02
3.170	1.698322e+06	1.698054e+06	2.683903e+02
3.180	1.702166e+06	1.701902e+06	2.633184e+02
3.190	1.705991e+06	1.705733e+06	2.583137e+02
3.200	1.709799e+06	1.709546e+06	2.533752e+02
3.210	1.713589e+06	1.713340e+06	2.485021e+02
3.220	1.717361e+06	1.717118e+06	2.436934e+02
3.230	1.721116e+06	1.720877e+06	2.389483e+02
3.240	1.724854e+06	1.724620e+06	2.342659e+02
3.250	1.728574e+06	1.728345e+06	2.296454e+02
3.260	1.732278e+06	1.732053e+06	2.250860e+02
3.270	1.735965e+06	1.735744e+06	2.205868e+02
3.280	1.739635e+06	1.739418e+06	2.161470e+02
3.290	1.743288e+06	1.743076e+06	2.117658e+02
3.300	1.746924e+06	1.746717e+06	2.074424e+02
3.310	1.750544e+06	1.750340e+06	2.031761e+02
3.320	1.754146e+06	1.753947e+06	1.989661e+02
3.330	1.757731e+06	1.757536e+06	1.948116e+02
3.340	1.761299e+06	1.761108e+06	1.907119e+02
3.350	1.764849e+06	1.764663e+06	1.866663e+02
3.360	1.768383e+06	1.768200e+06	1.826739e+02
3.370	1.771900e+06	1.771721e+06	1.787342e+02
3.380	1.775399e+06	1.775225e+06	1.748464e+02
3.390	1.778883e+06	1.778712e+06	1.710098e+02
3.400	1.782349e+06	1.782182e+06	1.672237e+02
3.410	1.785799e+06	1.785636e+06	1.634874e+02
3.420	1.789233e+06	1.789073e+06	1.598004e+02
3.430	1.792650e+06	1.792494e+06	1.561618e+02
3.440	1.796052e+06	1.795899e+06	1.525712e+02
3.450	1.799436e+06	1.799287e+06	1.490277e+02
3.460	1.802805e+06	1.802659e+06	1.455309e+02
3.470	1.806157e+06	1.806014e+06	1.420801e+02
3.480	1.809492e+06	1.809353e+06	1.386747e+02
3.490	1.812812e+06	1.812676e+06	1.353140e+02
3.500	1.816115e+06	1.815983e+06	1.319975e+02
3.510	1.819403e+06	1.819274e+06	1.287247e+02
3.520	1.822674e+06	1.822549e+06	1.254948e+02
3.530	1.825930e+06	1.825808e+06	1.223074e+02
3.540	1.829173e+06	1.829054e+06	1.191619e+02
3.550	1.832403e+06	1.832287e+06	1.160577e+02
3.560	1.835620e+06	1.835507e+06	1.129943e+02
3.570	1.838824e+06	1.838714e+06	1.099711e+02
3.580	1.842014e+06	1.841907e+06	1.069875e+02
3.590	1.845192e+06	1.845088e+06	1.040431e+02
3.600	1.848357e+06	1.848255e+06	1.011373e+02
3.610	1.851508e+06	1.851410e+06	9.826967e+01
3.620	1.854647e+06	1.854552e+06	9.543960e+01
3.630	1.857774e+06	1.857681e+06	9.264664e+01
3.640	1.860888e+06	1.860798e+06	8.989028e+01
3.650	1.863989e+06	1.863902e+06	8.717006e+01
3.660	1.867077e+06	1.866993e+06	8.448549e+01
3.670	1.870154e+06	1.870072e+06	8.183609e+01
3.680	1.873218e+06	1.873138e+06	7.922141e+01
3.690	1.876269e+06	1.876193e+06	7.664099e+01
3.700	1.879308e+06	1.879234e+06	7.409437e+01
3.710	1.882335e+06	1.882264e+06	7.158111e+01
3.720	1.885349e+06	1.885280e+06	6.910077e+01
3.730	1.888350e+06	1.888284e+06	6.665291e+01
3.740	1.891338e+06	1.891274e+06	6.423709e+01
3.750	1.894314e+06	1.894252e+06	6.185287e+01
3.760	1.897276e+06	1.897217e+06	5.949985e+01
3.770	1.900226e+06	1.900169e+06	5.717760e+01
3.780	1.903163e+06	1.903108e+06	5.488571e+01
3.790	1.906088e+06	1.906035e+06	5.262380e+01
3.800	1.909000e+06	1.908949e+06	5.039145e+01
3.810	1.911899e+06	1.911851e+06	4.818828e+01
3.820	1.914786e+06	1.914740e+06	4.601391e+01
3.830	1.917660e+06	1.917616e+06	4.386795e+01
3.840	1.920522e+06	1.920480e+06	4.175004e+01
3.850	1.923372e+06	1.923332e+06	3.965981e+01
3.860	1.926209e+06	1.926171e+06	3.759688e+01
3.870	1.929035e+06	1.929000e+06	3.556092e+01
3.880	1.931850e+06	1.931817e+06	3.355156e+01
3.890	1.934655e+06	1.934623e+06	3.156847e+01
3.900	1.937448e+06	1.937418e+06	2.961132e+01
3.910	1.940231e+06	1.940203e+06	2.767977e+01
3.920	1.943003e+06	1.942977e+06	2.577349e+01
3.930	1.945764e+06	1.945740e+06	2.389216e+01
3.940	1.948514e+06	1.948492e+06	2.203545e+01
3.950	1.951254e+06	1.951233e+06	2.020305e+01
3.960	1.953982e+06	1.953964e+06	1.839465e+01
3.970	1.956700e+06	1.956684e+06	1.660993e+01
3.980	1.959408e+06	1.959393e+06	1.484859e+01
3.990	1.962104e+06	1.962091e+06	1.311032e+01
4.000	1.964790e+06	1.964779e+06	1.139484e+01
4.010	1.967465e+06	1.967456e+06	9.701835e+00
4.020	1.970130e+06	1.970122e+06	8.031028e+00
4.030	1.972785e+06	1.972778e+06	6.382128e+00
4.040	1.975429e+06	1.975424e+06	4.754852e+00
4.050	1.978062e+06	1.978059e+06	3.148922e+00
4.060	1.980686e+06	1.980684e+06	1.564062e+00
4.070	1.983301e+06	1.983299e+06	1.543532e+00
4.080	1.985905e+06	1.985904e+06	1.523268e+00
4.090	1.988500e+06	1.988498e+06	1.503265e+00
4.100	1.991084e+06	1.991083e+06	1.483520e+00
4.110	1.993658e+06	1.993657e+06	1.464029e+00
4.120	1.996223e+06	1.996221e+06	1.444790e+00
4.130	1.998777e+06	1.998775e+06	1.425799e+00
4.140	2.001321e+06	2.001319e+06	1.407053e+00
4.150	2.003855e+06	2.003854e+06	1.388549e+00
4.160	2.006379e+06	2.006378e+06	1.370283e+00
4.170	2.008894e+06	2.008892e+06	1.352253e+00
4.180	2.011398e+06	2.011397e+06	1.334455e+00
4.190	2.013893e+06	2.013892e+06	1.316886e+00
4.200	2.016378e+06	2.016377e+06	1.299545e+00
4.210	2.018853e+06	2.018852e+06	1.282426e+00
4.220	2.021319e+06	2.021317e+06	1.265528e+00
4.230	2.023774e+06	2.023773e+06	1.248847e+00
4.240	2.026220e+06	2.026219e+06	1.232381e+00
4.250	2.028656e+06	2.028655e+06	1.216128e+00
4.260	2.031083e+06	2.031082e+06	1.200085e+00
4.270	2.033499e+06	2.033498e+06	1.184252e+00
4.280	2.035905e+06	2.035903e+06	1.168626e+00
4.290	2.038300e+06	2.038299e+06	1.153203e+00
4.300	2.040684e+06	2.040683e+06	1.137981e+00
4.310	2.043059e+06	2.043058e+06	1.122957e+00
4.320	2.045423e+06	2.045422e+06	1.108127e+00
4.330	2.047776e+06	2.047775e+06	1.093490e+00
4.340	2.050120e+06	2.050118e+06	1.079041e+00
4.350	2.052453e+06	2.052452e+06	1.064780e+00
4.360	2.054775e+06	2.054774e+06	1.050703e+00
4.370	2.057088e+06	2.057087e+06	1.036808e+00
4.380	2.059391e+06	2.059389e+06	1.023092e+00
4.390	2.061683e+06	2.061682e+06	1.009554e+00
4.400	2.063965e+06	2.063964e+06	9.961903e-01
4.410	2.066237e+06	2.066236e+06	9.829993e-01
4.420	2.068499e+06	2.068499e+06	9.699785e-01
4.430	2.070752e+06	2.070751e+06	9.571256e-01
4.440	2.072994e+06	2.072993e+06	9.444385e-01
4.450	2.075226e+06	2.075225e+06	9.319150e-01
4.460	2.077449e+06	2.077448e+06	9.195532e-01
4.470	2.079661e+06	2.079660e+06	9.073507e-01
4.480	2.081864e+06	2.081863e+06	8.953056e-01
4.490	2.084057e+06	2.084056e+06	8.834157e-01
4.500	2.086240e+06	2.086239e+06	8.716792e-01
4.510	2.088413e+06	2.088413e+06	8.600940e-01
4.520	2.090577e+06	2.090576e+06	8.486581e-01
4.530	2.092731e+06	2.092730e+06	8.373697e-01
4.540	2.094876e+06	2.094875e+06	8.262267e-01
4.550	2.097010e+06	2.097010e+06	8.152274e-01
4.560	2.099136e+06	2.099135e+06	8.043699e-01
4.570	2.101251e+06	2.101251e+06	7.936524e-01
4.580	2.103358e+06	2.103357e+06	7.830730e-01
4.590	2.105454e+06	2.105454e+06	7.726300e-01
4.600	2.107542e+06	2.107541e+06	7.623217e-01
4.610	2.109619e+06	2.109619e+06	7.521463e-01
4.620	2.111688e+06	2.111687e+06	7.421021e-01
4.630	2.113747e+06	2.113746e+06	7.321874e-01
4.640	2.115797e+06	2.115796e+06	7.224005e-01
4.650	2.117837e+06	2.117836e+06	7.127399e-01
4.660	2.119868e+06	2.119868e+06	7.032040e-01
4.670	2.121890e+06	2.121889e+06	6.937910e-01
4.680	2.123903e+06	2.123902e+06	6.844995e-01
4.690	2.125906e+06	2.125906e+06	6.753278e-01
4.700	2.127901e+06	2.127900e+06	6.662746e-01
4.710	2.129886e+06	2.129885e+06	6.573382e-01
4.720	2.131862e+06	2.131862e+06	6.485172e-01
4.730	2.133830e+06	2.133829e+06	6.398101e-01
4.740	2.135790e+06	2.135789e+06	6.312154e-01
4.750	2.137742e+06	2.137741e+06	6.227317e-01
4.760	2.139685e+06	2.139685e+06	6.143577e-01
4.770	2.141622e+06	2.141621e+06	6.060918e-01
4.780	2.143550e+06	2.143549e+06	5.979328e-01
4.790	2.145470e+06	2.145470e+06	5.898793e-01
4.800	2.147383e+06	2.147383e+06	5.819299e-01
4.810	2.149288e+06	2.149288e+06	5.740833e-01
4.820	2.151185e+06	2.151185e+06	5.663381e-01
4.830	2.153075e+06	2.153074e+06	5.586932e-01
4.840	2.154957e+06	2.154956e+06	5.511473e-01
4.850	2.156831e+06	2.156831e+06	5.436991e-01
4.860	2.158698e+06	2.158697e+06	5.363472e-01
4.870	2.160557e+06	2.160557e+06	5.290907e-01
4.880	2.162409e+06	2.162408e+06	5.219282e-01
4.890	2.164253e+06	2.164252e+06	5.148584e-01
4.900	2.166089e+06	2.166089e+06	5.078804e-01
4.910	2.167918e+06	2.167918e+06	5.009928e-01
4.920	2.169740e+06	2.169739e+06	4.941946e-01
4.930	2.171554e+06	2.171553e+06	4.874846e-01
4.940	2.173361e+06	2.173360e+06	4.808616e-01
4.950	2.175160e+06	2.175159e+06	4.743247e-01
4.960	2.176952e+06	2.176951e+06	4.678728e-01
4.970	2.178736e+06	2.178736e+06	4.615053e-01
4.980	2.180513e+06	2.180513e+06	4.552214e-01
