a_i  	N_t         	N_i         	N_p         
0.010	7.200195e+04	0.000000e+00	7.200195e+04
0.020	4.545743e+04	0.000000e+00	4.545743e+04
0.030	3.843348e+04	8.876411e+00	3.842460e+04
0.040	3.492612e+04	0.000000e+00	3.492612e+04
0.050	3.269093e+04	0.000000e+00	3.269093e+04
0.060	3.165052e+04	5.852625e+02	3.106525e+04
0.070	3.170061e+04	1.911714e+03	2.978890e+04
0.080	3.162989e+04	2.894141e+03	2.873575e+04
0.090	3.142166e+04	3.584274e+03	2.783739e+04
0.100	3.132200e+04	4.269662e+03	2.705234e+04
0.110	3.132118e+04	4.967425e+03	2.635375e+04
0.120	3.139078e+04	5.667733e+03	2.572304e+04
0.130	3.147430e+04	6.327387e+03	2.514691e+04
0.140	3.155324e+04	6.937794e+03	2.461544e+04
0.150	3.166406e+04	7.542932e+03	2.412113e+04
0.160	3.182676e+04	8.168654e+03	2.365811e+04
0.170	3.202609e+04	8.804305e+03	2.322178e+04
0.180	3.225059e+04	9.442144e+03	2.280845e+04
0.190	3.250298e+04	1.008787e+04	2.241511e+04
0.200	3.277649e+04	1.073719e+04	2.203929e+04
0.210	3.305121e+04	1.137224e+04	2.167897e+04
0.220	3.332418e+04	1.199176e+04	2.133242e+04
0.230	3.361769e+04	1.261948e+04	2.099821e+04
0.240	3.395656e+04	1.328145e+04	2.067511e+04
0.250	3.434504e+04	1.398296e+04	2.036207e+04
0.260	3.477215e+04	1.471395e+04	2.005820e+04
0.270	3.522580e+04	1.546308e+04	1.976271e+04
0.280	3.570038e+04	1.622545e+04	1.947493e+04
0.290	3.619214e+04	1.699788e+04	1.919426e+04
0.300	3.669749e+04	1.777731e+04	1.892018e+04
0.310	3.721370e+04	1.856147e+04	1.865223e+04
0.320	3.774259e+04	1.935257e+04	1.839001e+04
0.330	3.828913e+04	2.015596e+04	1.813317e+04
0.340	3.886079e+04	2.097942e+04	1.788137e+04
0.350	3.946477e+04	2.183044e+04	1.763433e+04
0.360	4.010693e+04	2.271512e+04	1.739181e+04
0.370	4.078883e+04	2.363526e+04	1.715356e+04
0.380	4.150824e+04	2.458885e+04	1.691939e+04
0.390	4.226062e+04	2.557152e+04	1.668910e+04
0.400	4.304270e+04	2.658016e+04	1.646254e+04
0.410	4.385274e+04	2.761320e+04	1.623954e+04
0.420	4.469017e+04	2.867020e+04	1.601997e+04
0.430	4.555377e+04	2.975007e+04	1.580370e+04
0.440	4.644266e+04	3.085204e+04	1.559062e+04
0.450	4.735706e+04	3.197644e+04	1.538062e+04
0.460	4.829951e+04	3.312590e+04	1.517361e+04
0.470	4.927387e+04	3.430436e+04	1.496950e+04
0.480	5.028405e+04	3.551584e+04	1.476821e+04
0.490	5.133240e+04	3.676273e+04	1.456967e+04
0.500	5.241886e+04	3.804506e+04	1.437380e+04
