a_i  	N_t         	N_i         	N_p         
0.010	1.880436e+05	0.000000e+00	1.880436e+05
0.020	1.425668e+05	1.502672e+02	1.424165e+05
0.030	1.301212e+05	8.498657e+01	1.300363e+05
0.040	1.260070e+05	2.296432e+03	1.237106e+05
0.050	1.255409e+05	6.000144e+03	1.195408e+05
0.060	1.253630e+05	8.961761e+03	1.164013e+05
0.070	1.252641e+05	1.141865e+04	1.138455e+05
0.080	1.253654e+05	1.370640e+04	1.116590e+05
0.090	1.253865e+05	1.565779e+04	1.097287e+05
0.100	1.254645e+05	1.747738e+04	1.079871e+05
0.110	1.258302e+05	1.943919e+04	1.063910e+05
0.120	1.263950e+05	2.148501e+04	1.049100e+05
0.130	1.270142e+05	2.349207e+04	1.035221e+05
0.140	1.276753e+05	2.546471e+04	1.022106e+05
0.150	1.284237e+05	2.746114e+04	1.009626e+05
0.160	1.292943e+05	2.952666e+04	9.976767e+04
0.170	1.302933e+05	3.167564e+04	9.861769e+04
0.180	1.314287e+05	3.392272e+04	9.750593e+04
0.190	1.326982e+05	3.627126e+04	9.642694e+04
0.200	1.340736e+05	3.869739e+04	9.537616e+04
0.210	1.355016e+05	4.115171e+04	9.434985e+04
0.220	1.369686e+05	4.362380e+04	9.334481e+04
0.230	1.385122e+05	4.615379e+04	9.235840e+04
0.240	1.401970e+05	4.880863e+04	9.138834e+04
0.250	1.420586e+05	5.162591e+04	9.043273e+04
0.260	1.441114e+05	5.462150e+04	8.948990e+04
0.270	1.463530e+05	5.779457e+04	8.855847e+04
0.280	1.487788e+05	6.114159e+04	8.763722e+04
0.290	1.513604e+05	6.463530e+04	8.672514e+04
0.300	1.540617e+05	6.824039e+04	8.582132e+04
0.310	1.568408e+05	7.191582e+04	8.492502e+04
0.320	1.596771e+05	7.564154e+04	8.403557e+04
0.330	1.625692e+05	7.941680e+04	8.315242e+04
0.340	1.655477e+05	8.327262e+04	8.227510e+04
0.350	1.686539e+05	8.725066e+04	8.140320e+04
0.360	1.719357e+05	9.139935e+04	8.053637e+04
0.370	1.754266e+05	9.575224e+04	7.967434e+04
0.380	1.791470e+05	1.003301e+05	7.881686e+04
0.390	1.830933e+05	1.051295e+05	7.796375e+04
0.400	1.872500e+05	1.101351e+05	7.711484e+04
0.410	1.915881e+05	1.153181e+05	7.627002e+04
0.420	1.960794e+05	1.206502e+05	7.542918e+04
