a_i  	N_t         	N_i         	N_p         
0.010	5.363173e+04	1.329765e+00	5.363040e+04
0.020	3.418384e+04	0.000000e+00	3.418384e+04
0.030	2.906644e+04	0.000000e+00	2.906644e+04
0.040	2.653856e+04	1.949657e+00	2.653661e+04
0.050	2.493174e+04	1.999667e+00	2.492974e+04
0.060	2.376811e+04	0.000000e+00	2.376811e+04
0.070	2.290362e+04	4.217043e+01	2.286145e+04
0.080	2.265517e+04	5.378324e+02	2.211734e+04
0.090	2.259502e+04	1.109610e+03	2.148541e+04
0.100	2.239522e+04	1.460083e+03	2.093514e+04
0.110	2.227254e+04	1.825738e+03	2.044680e+04
0.120	2.227910e+04	2.272292e+03	2.000681e+04
0.130	2.227233e+04	2.666817e+03	1.960551e+04
0.140	2.223150e+04	2.995761e+03	1.923574e+04
0.150	2.220793e+04	3.315828e+03	1.889210e+04
0.160	2.221346e+04	3.643057e+03	1.857040e+04
0.170	2.223411e+04	3.966749e+03	1.826736e+04
0.180	2.226963e+04	4.289299e+03	1.798033e+04
0.190	2.232702e+04	4.619840e+03	1.770718e+04
0.200	2.240004e+04	4.953865e+03	1.744617e+04
0.210	2.247427e+04	5.278414e+03	1.719585e+04
0.220	2.254667e+04	5.591653e+03	1.695501e+04
0.230	2.262789e+04	5.905264e+03	1.672263e+04
0.240	2.272855e+04	6.230725e+03	1.649783e+04
0.250	2.284799e+04	6.568121e+03	1.627987e+04
0.260	2.297875e+04	6.910627e+03	1.606812e+04
0.270	2.311546e+04	7.253433e+03	1.586203e+04
0.280	2.325865e+04	7.597551e+03	1.566110e+04
0.290	2.341123e+04	7.946307e+03	1.546492e+04
0.300	2.357581e+04	8.302685e+03	1.527313e+04
0.310	2.375378e+04	8.668399e+03	1.508538e+04
0.320	2.394657e+04	9.045170e+03	1.490140e+04
0.330	2.415526e+04	9.434338e+03	1.472093e+04
0.340	2.438060e+04	9.836862e+03	1.454373e+04
0.350	2.462187e+04	1.025225e+04	1.436962e+04
0.360	2.487732e+04	1.067892e+04	1.419840e+04
0.370	2.514366e+04	1.111376e+04	1.402991e+04
0.380	2.541723e+04	1.155323e+04	1.386401e+04
0.390	2.569515e+04	1.199460e+04	1.370056e+04
0.400	2.597758e+04	1.243814e+04	1.353944e+04
0.410	2.626742e+04	1.288688e+04	1.338055e+04
0.420	2.656900e+04	1.334522e+04	1.322378e+04
0.430	2.688551e+04	1.381645e+04	1.306906e+04
0.440	2.721895e+04	1.430266e+04	1.291629e+04
0.450	2.757023e+04	1.480482e+04	1.276541e+04
0.460	2.794020e+04	1.532385e+04	1.261635e+04
0.470	2.832893e+04	1.585988e+04	1.246905e+04
0.480	2.873562e+04	1.641217e+04	1.232345e+04
0.490	2.915832e+04	1.697882e+04	1.217950e+04
0.500	2.959454e+04	1.755737e+04	1.203716e+04
0.510	3.004111e+04	1.814472e+04	1.189639e+04
0.520	3.049493e+04	1.873779e+04	1.175714e+04
0.530	3.095352e+04	1.933415e+04	1.161938e+04
0.540	3.141663e+04	1.993356e+04	1.148307e+04
0.550	3.188642e+04	2.053822e+04	1.134819e+04
0.560	3.236701e+04	2.115229e+04	1.121471e+04
0.570	3.286273e+04	2.178012e+04	1.108261e+04
0.580	3.337707e+04	2.242522e+04	1.095186e+04
0.590	3.391196e+04	2.308953e+04	1.082243e+04
0.600	3.446825e+04	2.377394e+04	1.069431e+04
0.610	3.504584e+04	2.447836e+04	1.056748e+04
0.620	3.564413e+04	2.520220e+04	1.044192e+04
0.630	3.626204e+04	2.594442e+04	1.031762e+04
0.640	3.689847e+04	2.670392e+04	1.019456e+04
0.650	3.755230e+04	2.747958e+04	1.007272e+04
0.660	3.822251e+04	2.827041e+04	9.952103e+03
0.670	3.890803e+04	2.907535e+04	9.832682e+03
0.680	3.960791e+04	2.989346e+04	9.714450e+03
0.690	4.032150e+04	3.072410e+04	9.597396e+03
0.700	4.104896e+04	3.156745e+04	9.481509e+03
0.710	4.179128e+04	3.242450e+04	9.366780e+03
0.720	4.255008e+04	3.329688e+04	9.253199e+03
0.730	4.332703e+04	3.418628e+04	9.140756e+03
0.740	4.412346e+04	3.509402e+04	9.029444e+03
0.750	4.494001e+04	3.602075e+04	8.919254e+03
0.760	4.577675e+04	3.696657e+04	8.810177e+03
0.770	4.663339e+04	3.793118e+04	8.702207e+03
0.780	4.750934e+04	3.891401e+04	8.595335e+03
0.790	4.840375e+04	3.991419e+04	8.489554e+03
0.800	4.931531e+04	4.093046e+04	8.384857e+03
0.810	5.024237e+04	4.196113e+04	8.281236e+03
0.820	5.118293e+04	4.300424e+04	8.178686e+03
0.830	5.213515e+04	4.405795e+04	8.077198e+03
0.840	5.309766e+04	4.512089e+04	7.976766e+03
0.850	5.407001e+04	4.619263e+04	7.877385e+03
0.860	5.505258e+04	4.727354e+04	7.779046e+03
0.870	5.604666e+04	4.836492e+04	7.681743e+03
0.880	5.705414e+04	4.946867e+04	7.585470e+03
0.890	5.807756e+04	5.058734e+04	7.490221e+03
0.900	5.911970e+04	5.172371e+04	7.395988e+03
0.910	6.018358e+04	5.288081e+04	7.302766e+03
0.920	6.127215e+04	5.406160e+04	7.210548e+03
0.930	6.238826e+04	5.526894e+04	7.119326e+03
0.940	6.353433e+04	5.650524e+04	7.029096e+03
0.950	6.471231e+04	5.777246e+04	6.939850e+03
0.960	6.592336e+04	5.907178e+04	6.851581e+03
0.970	6.716792e+04	6.040364e+04	6.764283e+03
0.980	6.844533e+04	6.176738e+04	6.677950e+03
0.990	6.975399e+04	6.316141e+04	6.592575e+03
1.000	7.109117e+04	6.458302e+04	6.508150e+03
1.010	7.245370e+04	6.602903e+04	6.424670e+03
1.020	7.383810e+04	6.749597e+04	6.342127e+03
1.030	7.524126e+04	6.898074e+04	6.260515e+03
1.040	7.666021e+04	7.048038e+04	6.179827e+03
1.050	7.809240e+04	7.199234e+04	6.100056e+03
1.060	7.953528e+04	7.351409e+04	6.021194e+03
1.070	8.098663e+04	7.504340e+04	5.943236e+03
1.080	8.244440e+04	7.657822e+04	5.866174e+03
1.090	8.390734e+04	7.811734e+04	5.790001e+03
1.100	8.537500e+04	7.966029e+04	5.714710e+03
1.110	8.684819e+04	8.120790e+04	5.640293e+03
1.120	8.832858e+04	8.276183e+04	5.566745e+03
1.130	8.981871e+04	8.432466e+04	5.494057e+03
1.140	9.132124e+04	8.589902e+04	5.422222e+03
1.150	9.283898e+04	8.748775e+04	5.351234e+03
1.160	9.437444e+04	8.909335e+04	5.281084e+03
1.170	9.593025e+04	9.071848e+04	5.211767e+03
1.180	9.750884e+04	9.236557e+04	5.143273e+03
1.190	9.911286e+04	9.403726e+04	5.075597e+03
1.200	1.007446e+05	9.573590e+04	5.008731e+03
1.210	1.024064e+05	9.746373e+04	4.942667e+03
1.220	1.040997e+05	9.922234e+04	4.877399e+03
1.230	1.058259e+05	1.010129e+05	4.812918e+03
