a_i  	N_t         	N_i         	N_p         
1.640	3.696015e+05	3.676117e+05	1.989881e+03
1.650	3.723719e+05	3.704125e+05	1.959347e+03
1.660	3.751363e+05	3.732070e+05	1.929284e+03
1.670	3.778944e+05	3.759947e+05	1.899685e+03
1.680	3.806458e+05	3.787752e+05	1.870541e+03
1.690	3.833900e+05	3.815481e+05	1.841846e+03
1.700	3.861265e+05	3.843129e+05	1.813591e+03
1.710	3.888552e+05	3.870694e+05	1.785769e+03
1.720	3.915760e+05	3.898176e+05	1.758374e+03
1.730	3.942894e+05	3.925580e+05	1.731398e+03
1.740	3.969963e+05	3.952914e+05	1.704835e+03
1.750	3.996972e+05	3.980186e+05	1.678678e+03
1.760	4.023930e+05	4.007401e+05	1.652919e+03
1.770	4.050834e+05	4.034559e+05	1.627554e+03
1.780	4.077681e+05	4.061655e+05	1.602574e+03
1.790	4.104461e+05	4.088681e+05	1.577974e+03
1.800	4.131164e+05	4.115627e+05	1.553748e+03
1.810	4.157785e+05	4.142486e+05	1.529890e+03
1.820	4.184323e+05	4.169260e+05	1.506393e+03
1.830	4.210783e+05	4.195950e+05	1.483252e+03
1.840	4.237170e+05	4.222566e+05	1.460460e+03
1.850	4.263491e+05	4.249111e+05	1.438014e+03
1.860	4.289747e+05	4.275588e+05	1.415905e+03
1.870	4.315936e+05	4.301995e+05	1.394130e+03
1.880	4.342052e+05	4.328325e+05	1.372683e+03
1.890	4.368087e+05	4.354571e+05	1.351558e+03
1.900	4.394034e+05	4.380726e+05	1.330751e+03
1.910	4.419889e+05	4.406786e+05	1.310256e+03
1.920	4.445650e+05	4.432750e+05	1.290068e+03
1.930	4.471319e+05	4.458617e+05	1.270182e+03
1.940	4.496897e+05	4.484391e+05	1.250594e+03
1.950	4.522380e+05	4.510067e+05	1.231298e+03
1.960	4.547773e+05	4.535650e+05	1.212290e+03
1.970	4.573084e+05	4.561148e+05	1.193566e+03
1.980	4.598315e+05	4.586564e+05	1.175121e+03
1.990	4.623463e+05	4.611894e+05	1.156950e+03
2.000	4.648523e+05	4.637133e+05	1.139049e+03
2.010	4.673492e+05	4.662278e+05	1.121415e+03
2.020	4.698362e+05	4.687322e+05	1.104041e+03
2.030	4.723126e+05	4.712257e+05	1.086925e+03
2.040	4.747781e+05	4.737080e+05	1.070063e+03
2.050	4.772323e+05	4.761789e+05	1.053449e+03
2.060	4.796749e+05	4.786378e+05	1.037080e+03
2.070	4.821062e+05	4.810852e+05	1.020953e+03
2.080	4.845266e+05	4.835216e+05	1.005062e+03
2.090	4.869366e+05	4.859472e+05	9.894045e+02
2.100	4.893359e+05	4.883619e+05	9.739767e+02
2.110	4.917246e+05	4.907658e+05	9.587748e+02
2.120	4.941027e+05	4.931589e+05	9.437953e+02
2.130	4.964699e+05	4.955408e+05	9.290348e+02
2.140	4.988259e+05	4.979114e+05	9.144898e+02
2.150	5.011703e+05	5.002701e+05	9.001571e+02
2.160	5.035026e+05	5.026165e+05	8.860334e+02
2.170	5.058223e+05	5.049502e+05	8.721157e+02
2.180	5.081291e+05	5.072707e+05	8.584010e+02
2.190	5.104231e+05	5.095782e+05	8.448862e+02
2.200	5.127045e+05	5.118730e+05	8.315681e+02
2.210	5.149735e+05	5.141551e+05	8.184435e+02
2.220	5.172303e+05	5.164247e+05	8.055092e+02
2.230	5.194751e+05	5.186824e+05	7.927622e+02
2.240	5.217082e+05	5.209280e+05	7.801995e+02
2.250	5.239291e+05	5.231613e+05	7.678183e+02
2.260	5.261376e+05	5.253820e+05	7.556157e+02
2.270	5.283338e+05	5.275902e+05	7.435888e+02
2.280	5.305177e+05	5.297860e+05	7.317350e+02
2.290	5.326894e+05	5.319693e+05	7.200518e+02
2.300	5.348487e+05	5.341401e+05	7.085367e+02
2.310	5.369955e+05	5.362983e+05	6.971872e+02
2.320	5.391295e+05	5.384435e+05	6.860009e+02
2.330	5.412508e+05	5.405758e+05	6.749752e+02
2.340	5.433593e+05	5.426952e+05	6.641077e+02
2.350	5.454552e+05	5.448018e+05	6.533959e+02
2.360	5.475383e+05	5.468955e+05	6.428373e+02
2.370	5.496087e+05	5.489763e+05	6.324297e+02
2.380	5.516666e+05	5.510444e+05	6.221708e+02
2.390	5.537120e+05	5.530999e+05	6.120583e+02
2.400	5.557449e+05	5.551428e+05	6.020899e+02
2.410	5.577653e+05	5.571730e+05	5.922633e+02
2.420	5.597732e+05	5.591906e+05	5.825765e+02
2.430	5.617687e+05	5.611956e+05	5.730273e+02
2.440	5.637517e+05	5.631881e+05	5.636136e+02
2.450	5.657225e+05	5.651681e+05	5.543333e+02
2.460	5.676812e+05	5.671361e+05	5.451845e+02
2.470	5.696277e+05	5.690915e+05	5.361651e+02
2.480	5.715620e+05	5.710347e+05	5.272732e+02
2.490	5.734840e+05	5.729655e+05	5.185069e+02
2.500	5.753939e+05	5.748841e+05	5.098643e+02
2.510	5.772917e+05	5.767904e+05	5.013437e+02
2.520	5.791775e+05	5.786845e+05	4.929431e+02
2.530	5.810512e+05	5.805666e+05	4.846608e+02
2.540	5.829132e+05	5.824367e+05	4.764951e+02
2.550	5.847637e+05	5.842952e+05	4.684442e+02
2.560	5.866027e+05	5.861422e+05	4.605065e+02
2.570	5.884304e+05	5.879777e+05	4.526801e+02
2.580	5.902468e+05	5.898018e+05	4.449634e+02
2.590	5.920519e+05	5.916145e+05	4.373549e+02
2.600	5.938458e+05	5.934160e+05	4.298528e+02
2.610	5.956286e+05	5.952062e+05	4.224557e+02
2.620	5.974003e+05	5.969852e+05	4.151619e+02
2.630	5.991609e+05	5.987529e+05	4.079700e+02
2.640	6.009103e+05	6.005095e+05	4.008785e+02
2.650	6.026487e+05	6.022549e+05	3.938857e+02
2.660	6.043762e+05	6.039892e+05	3.869903e+02
2.670	6.060928e+05	6.057126e+05	3.801909e+02
2.680	6.077985e+05	6.074250e+05	3.734860e+02
2.690	6.094936e+05	6.091267e+05	3.668742e+02
2.700	6.111780e+05	6.108177e+05	3.603542e+02
2.710	6.128519e+05	6.124980e+05	3.539247e+02
2.720	6.145152e+05	6.141676e+05	3.475843e+02
2.730	6.161679e+05	6.158265e+05	3.413317e+02
2.740	6.178101e+05	6.174749e+05	3.351657e+02
2.750	6.194418e+05	6.191127e+05	3.290849e+02
2.760	6.210631e+05	6.207400e+05	3.230880e+02
2.770	6.226740e+05	6.223568e+05	3.171740e+02
2.780	6.242744e+05	6.239631e+05	3.113415e+02
2.790	6.258647e+05	6.255591e+05	3.055895e+02
2.800	6.274452e+05	6.271453e+05	2.999167e+02
2.810	6.290161e+05	6.287218e+05	2.943221e+02
2.820	6.305774e+05	6.302886e+05	2.888046e+02
2.830	6.321293e+05	6.318459e+05	2.833629e+02
2.840	6.336717e+05	6.333937e+05	2.779960e+02
2.850	6.352046e+05	6.349319e+05	2.727028e+02
2.860	6.367280e+05	6.364605e+05	2.674822e+02
2.870	6.382419e+05	6.379796e+05	2.623333e+02
2.880	6.397464e+05	6.394891e+05	2.572550e+02
2.890	6.412415e+05	6.409892e+05	2.522462e+02
2.900	6.427274e+05	6.424801e+05	2.473060e+02
2.910	6.442043e+05	6.439619e+05	2.424334e+02
2.920	6.456725e+05	6.454348e+05	2.376275e+02
2.930	6.471319e+05	6.468990e+05	2.328873e+02
2.940	6.485829e+05	6.483547e+05	2.282118e+02
2.950	6.500253e+05	6.498017e+05	2.236002e+02
2.960	6.514593e+05	6.512403e+05	2.190514e+02
2.970	6.528848e+05	6.526702e+05	2.145647e+02
2.980	6.543017e+05	6.540915e+05	2.101390e+02
2.990	6.557100e+05	6.555042e+05	2.057736e+02
3.000	6.571098e+05	6.569084e+05	2.014675e+02
3.010	6.585014e+05	6.583041e+05	1.972199e+02
3.020	6.598847e+05	6.596916e+05	1.930301e+02
3.030	6.612599e+05	6.610710e+05	1.888971e+02
3.040	6.626270e+05	6.624422e+05	1.848202e+02
3.050	6.639862e+05	6.638054e+05	1.807985e+02
3.060	6.653374e+05	6.651606e+05	1.768314e+02
3.070	6.666805e+05	6.665076e+05	1.729180e+02
3.080	6.680156e+05	6.678465e+05	1.690576e+02
3.090	6.693426e+05	6.691774e+05	1.652495e+02
3.100	6.706617e+05	6.705002e+05	1.614928e+02
3.110	6.719733e+05	6.718155e+05	1.577869e+02
3.120	6.732777e+05	6.731236e+05	1.541311e+02
3.130	6.745749e+05	6.744244e+05	1.505246e+02
3.140	6.758652e+05	6.757182e+05	1.469668e+02
3.150	6.771485e+05	6.770050e+05	1.434568e+02
3.160	6.784249e+05	6.782849e+05	1.399942e+02
3.170	6.796944e+05	6.795579e+05	1.365781e+02
3.180	6.809570e+05	6.808238e+05	1.332079e+02
3.190	6.822125e+05	6.820826e+05	1.298831e+02
3.200	6.834610e+05	6.833344e+05	1.266029e+02
3.210	6.847025e+05	6.845792e+05	1.233667e+02
3.220	6.859368e+05	6.858166e+05	1.201740e+02
3.230	6.871640e+05	6.870470e+05	1.170240e+02
3.240	6.883843e+05	6.882704e+05	1.139164e+02
3.250	6.895977e+05	6.894868e+05	1.108505e+02
3.260	6.908043e+05	6.906965e+05	1.078257e+02
3.270	6.920046e+05	6.918998e+05	1.048414e+02
3.280	6.931989e+05	6.930970e+05	1.018973e+02
3.290	6.943869e+05	6.942880e+05	9.899253e+01
3.300	6.955690e+05	6.954728e+05	9.612675e+01
3.310	6.967448e+05	6.966515e+05	9.329937e+01
3.320	6.979146e+05	6.978241e+05	9.050986e+01
3.330	6.990782e+05	6.989905e+05	8.775772e+01
3.340	7.002356e+05	7.001506e+05	8.504243e+01
3.350	7.013868e+05	7.013044e+05	8.236348e+01
3.360	7.025317e+05	7.024520e+05	7.972039e+01
3.370	7.036705e+05	7.035933e+05	7.711266e+01
3.380	7.048032e+05	7.047287e+05	7.453982e+01
3.390	7.059300e+05	7.058580e+05	7.200138e+01
3.400	7.070509e+05	7.069815e+05	6.949688e+01
3.410	7.081661e+05	7.080991e+05	6.702586e+01
3.420	7.092756e+05	7.092110e+05	6.458786e+01
3.430	7.103793e+05	7.103171e+05	6.218242e+01
3.440	7.114772e+05	7.114174e+05	5.980910e+01
3.450	7.125694e+05	7.125119e+05	5.746744e+01
3.460	7.136558e+05	7.136006e+05	5.515701e+01
3.470	7.147363e+05	7.146834e+05	5.287738e+01
3.480	7.158110e+05	7.157603e+05	5.062812e+01
3.490	7.168798e+05	7.168314e+05	4.840882e+01
3.500	7.179427e+05	7.178965e+05	4.621908e+01
3.510	7.189999e+05	7.189558e+05	4.405848e+01
3.520	7.200513e+05	7.200093e+05	4.192664e+01
3.530	7.210969e+05	7.210571e+05	3.982316e+01
3.540	7.221370e+05	7.220992e+05	3.774765e+01
3.550	7.231715e+05	7.231358e+05	3.569975e+01
3.560	7.242005e+05	7.241669e+05	3.367908e+01
3.570	7.252242e+05	7.251925e+05	3.168526e+01
3.580	7.262426e+05	7.262129e+05	2.971794e+01
3.590	7.272556e+05	7.272278e+05	2.777675e+01
3.600	7.282634e+05	7.282375e+05	2.586136e+01
3.610	7.292661e+05	7.292421e+05	2.397142e+01
3.620	7.302638e+05	7.302417e+05	2.210658e+01
3.630	7.312566e+05	7.312364e+05	2.026651e+01
3.640	7.322446e+05	7.322261e+05	1.845087e+01
3.650	7.332276e+05	7.332109e+05	1.665932e+01
3.660	7.342058e+05	7.341909e+05	1.489154e+01
3.670	7.351791e+05	7.351659e+05	1.314722e+01
3.680	7.361475e+05	7.361361e+05	1.142603e+01
3.690	7.371112e+05	7.371015e+05	9.727670e+00
3.700	7.380701e+05	7.380621e+05	8.051828e+00
3.710	7.390243e+05	7.390179e+05	6.398204e+00
3.720	7.399739e+05	7.399691e+05	4.766500e+00
3.730	7.409187e+05	7.409156e+05	3.156423e+00
3.740	7.418590e+05	7.418574e+05	1.567685e+00
3.750	7.427962e+05	7.427947e+05	1.546912e+00
3.760	7.437289e+05	7.437274e+05	1.526416e+00
3.770	7.446571e+05	7.446556e+05	1.506192e+00
3.780	7.455808e+05	7.455793e+05	1.486238e+00
3.790	7.464999e+05	7.464985e+05	1.466550e+00
3.800	7.474147e+05	7.474132e+05	1.447123e+00
3.810	7.483249e+05	7.483235e+05	1.427954e+00
3.820	7.492308e+05	7.492294e+05	1.409039e+00
3.830	7.501323e+05	7.501309e+05	1.390375e+00
3.840	7.510294e+05	7.510280e+05	1.371959e+00
3.850	7.519222e+05	7.519208e+05	1.353787e+00
3.860	7.528106e+05	7.528093e+05	1.335855e+00
3.870	7.536948e+05	7.536935e+05	1.318160e+00
3.880	7.545747e+05	7.545734e+05	1.300700e+00
3.890	7.554503e+05	7.554490e+05	1.283470e+00
3.900	7.563217e+05	7.563204e+05	1.266468e+00
3.910	7.571888e+05	7.571876e+05	1.249690e+00
3.920	7.580517e+05	7.580505e+05	1.233134e+00
3.930	7.589099e+05	7.589087e+05	1.216795e+00
3.940	7.597633e+05	7.597621e+05	1.200667e+00
3.950	7.606119e+05	7.606107e+05	1.184749e+00
3.960	7.614557e+05	7.614545e+05	1.169039e+00
3.970	7.622948e+05	7.622936e+05	1.153534e+00
3.980	7.631291e+05	7.631280e+05	1.138232e+00
3.990	7.639588e+05	7.639576e+05	1.123130e+00
4.000	7.647837e+05	7.647826e+05	1.108226e+00
4.010	7.656040e+05	7.656029e+05	1.093517e+00
4.020	7.664197e+05	7.664186e+05	1.079001e+00
4.030	7.672307e+05	7.672297e+05	1.064674e+00
4.040	7.680372e+05	7.680362e+05	1.050535e+00
4.050	7.688391e+05	7.688381e+05	1.036582e+00
4.060	7.696365e+05	7.696354e+05	1.022811e+00
4.070	7.704293e+05	7.704283e+05	1.009220e+00
4.080	7.712176e+05	7.712166e+05	9.958071e-01
4.090	7.720014e+05	7.720004e+05	9.825697e-01
4.100	7.727808e+05	7.727798e+05	9.695056e-01
4.110	7.735557e+05	7.735547e+05	9.566123e-01
4.120	7.743262e+05	7.743252e+05	9.438877e-01
4.130	7.750922e+05	7.750913e+05	9.313296e-01
4.140	7.758539e+05	7.758530e+05	9.189359e-01
4.150	7.766112e+05	7.766103e+05	9.067041e-01
4.160	7.773642e+05	7.773633e+05	8.946322e-01
4.170	7.781129e+05	7.781120e+05	8.827183e-01
4.180	7.788572e+05	7.788563e+05	8.709601e-01
4.190	7.795981e+05	7.795973e+05	8.593585e-01
4.200	7.803357e+05	7.803348e+05	8.479130e-01
4.210	7.810698e+05	7.810690e+05	8.366198e-01
4.220	7.818006e+05	7.817998e+05	8.254762e-01
4.230	7.825281e+05	7.825273e+05	8.144800e-01
4.240	7.832523e+05	7.832515e+05	8.036288e-01
4.250	7.839731e+05	7.839723e+05	7.929207e-01
4.260	7.846906e+05	7.846898e+05	7.823536e-01
4.270	7.854049e+05	7.854041e+05	7.719255e-01
4.280	7.861158e+05	7.861151e+05	7.616345e-01
4.290	7.868235e+05	7.868228e+05	7.514786e-01
4.300	7.875280e+05	7.875273e+05	7.414560e-01
4.310	7.882293e+05	7.882285e+05	7.315649e-01
4.320	7.889273e+05	7.889266e+05	7.218035e-01
4.330	7.896221e+05	7.896214e+05	7.121701e-01
4.340	7.903138e+05	7.903131e+05	7.026629e-01
4.350	7.910023e+05	7.910016e+05	6.932801e-01
4.360	7.916876e+05	7.916869e+05	6.840202e-01
4.370	7.923698e+05	7.923691e+05	6.748815e-01
4.380	7.930489e+05	7.930482e+05	6.658624e-01
4.390	7.937248e+05	7.937242e+05	6.569613e-01
4.400	7.943977e+05	7.943971e+05	6.481781e-01
4.410	7.950676e+05	7.950669e+05	6.395125e-01
4.420	7.957343e+05	7.957337e+05	6.309623e-01
4.430	7.963981e+05	7.963975e+05	6.225253e-01
4.440	7.970588e+05	7.970582e+05	6.141999e-01
4.450	7.977165e+05	7.977159e+05	6.059842e-01
4.460	7.983713e+05	7.983707e+05	5.978768e-01
4.470	7.990230e+05	7.990224e+05	5.898759e-01
4.480	7.996718e+05	7.996713e+05	5.819802e-01
4.490	8.003177e+05	8.003171e+05	5.741882e-01
4.500	8.009606e+05	8.009600e+05	5.664985e-01
4.510	8.016005e+05	8.016000e+05	5.589096e-01
4.520	8.022376e+05	8.022370e+05	5.514203e-01
4.530	8.028718e+05	8.028712e+05	5.440292e-01
4.540	8.035030e+05	8.035025e+05	5.367348e-01
4.550	8.041314e+05	8.041309e+05	5.295359e-01
4.560	8.047570e+05	8.047565e+05	5.224312e-01
4.570	8.053797e+05	8.053792e+05	5.154196e-01
4.580	8.059996e+05	8.059991e+05	5.084991e-01
4.590	8.066170e+05	8.066165e+05	5.016675e-01
4.600	8.072317e+05	8.072312e+05	4.949234e-01
4.610	8.078439e+05	8.078434e+05	4.882663e-01
4.620	8.084535e+05	8.084530e+05	4.816953e-01
4.630	8.090605e+05	8.090601e+05	4.752095e-01
4.640	8.096650e+05	8.096646e+05	4.688077e-01
4.650	8.102670e+05	8.102665e+05	4.624890e-01
4.660	8.108664e+05	8.108660e+05	4.562523e-01
4.670	8.114634e+05	8.114629e+05	4.500967e-01
4.680	8.120578e+05	8.120574e+05	4.440211e-01
4.690	8.126498e+05	8.126493e+05	4.380246e-01
4.700	8.132392e+05	8.132388e+05	4.321061e-01
4.710	8.138262e+05	8.138258e+05	4.262646e-01
4.720	8.144107e+05	8.144103e+05	4.204992e-01
4.730	8.149928e+05	8.149924e+05	4.148088e-01
4.740	8.155724e+05	8.155720e+05	4.091926e-01
4.750	8.161496e+05	8.161492e+05	4.036496e-01
4.760	8.167244e+05	8.167240e+05	3.981788e-01
4.770	8.172968e+05	8.172964e+05	3.927794e-01
4.780	8.178667e+05	8.178663e+05	3.874504e-01
4.790	8.184343e+05	8.184339e+05	3.821909e-01
4.800	8.189995e+05	8.189991e+05	3.770000e-01
4.810	8.195623e+05	8.195619e+05	3.718769e-01
4.820	8.201228e+05	8.201224e+05	3.668207e-01
4.830	8.206809e+05	8.206805e+05	3.618306e-01
4.840	8.212366e+05	8.212363e+05	3.569056e-01
4.850	8.217901e+05	8.217897e+05	3.520450e-01
4.860	8.223412e+05	8.223409e+05	3.472479e-01
4.870	8.228900e+05	8.228897e+05	3.425135e-01
4.880	8.234365e+05	8.234362e+05	3.378411e-01
4.890	8.239807e+05	8.239804e+05	3.332298e-01
4.900	8.245227e+05	8.245223e+05	3.286789e-01
4.910	8.250623e+05	8.250620e+05	3.241875e-01
4.920	8.255997e+05	8.255994e+05	3.197549e-01
4.930	8.261348e+05	8.261345e+05	3.153804e-01
4.940	8.266677e+05	8.266674e+05	3.110633e-01
4.950	8.271984e+05	8.271980e+05	3.068027e-01
4.960	8.277268e+05	8.277265e+05	3.025980e-01
4.970	8.282530e+05	8.282527e+05	2.984484e-01
4.980	8.287769e+05	8.287767e+05	2.943533e-01
