a_i  	N_t         	N_i         	N_p         
0.010	2.519337e+05	1.565555e+02	2.517772e+05
0.020	1.957922e+05	0.000000e+00	1.957922e+05
0.030	1.822962e+05	1.830135e+03	1.804660e+05
0.040	1.800652e+05	7.505518e+03	1.725597e+05
0.050	1.794648e+05	1.217506e+04	1.672898e+05
0.060	1.791108e+05	1.584040e+04	1.632704e+05
0.070	1.797831e+05	1.983106e+04	1.599520e+05
0.080	1.803219e+05	2.324954e+04	1.570724e+05
0.090	1.807315e+05	2.623561e+04	1.544959e+05
0.100	1.813829e+05	2.924005e+04	1.521428e+05
0.110	1.823844e+05	3.242144e+04	1.499630e+05
0.120	1.836708e+05	3.574977e+04	1.479211e+05
0.130	1.850455e+05	3.905403e+04	1.459914e+05
0.140	1.864676e+05	4.231347e+04	1.441542e+05
0.150	1.880592e+05	4.566531e+04	1.423939e+05
0.160	1.899327e+05	4.923455e+04	1.406982e+05
0.170	1.921118e+05	5.305479e+04	1.390570e+05
0.180	1.946120e+05	5.714998e+04	1.374620e+05
0.190	1.974107e+05	6.150408e+04	1.359066e+05
0.200	2.004338e+05	6.604866e+04	1.343852e+05
0.210	2.035592e+05	7.066630e+04	1.328929e+05
0.220	2.067423e+05	7.531625e+04	1.314260e+05
0.230	2.100346e+05	8.005354e+04	1.299811e+05
0.240	2.135556e+05	8.500020e+04	1.285554e+05
0.250	2.173824e+05	9.023584e+04	1.271466e+05
0.260	2.215600e+05	9.580738e+04	1.257526e+05
0.270	2.260904e+05	1.017186e+05	1.243718e+05
0.280	2.309622e+05	1.079595e+05	1.230027e+05
0.290	2.361228e+05	1.144787e+05	1.216442e+05
0.300	2.415164e+05	1.212213e+05	1.202951e+05
0.310	2.470790e+05	1.281243e+05	1.189547e+05
0.320	2.527842e+05	1.351621e+05	1.176221e+05
0.330	2.586303e+05	1.423334e+05	1.162969e+05
0.340	2.646585e+05	1.496800e+05	1.149785e+05
0.350	2.709157e+05	1.572492e+05	1.136666e+05
0.360	2.774623e+05	1.651016e+05	1.123607e+05
0.370	2.843404e+05	1.732797e+05	1.110608e+05
0.380	2.915866e+05	1.818201e+05	1.097665e+05
0.390	2.992136e+05	1.907359e+05	1.084778e+05
0.400	3.072335e+05	2.000389e+05	1.071946e+05
0.410	3.156432e+05	2.097264e+05	1.059169e+05
0.420	3.244402e+05	2.197955e+05	1.046446e+05
0.430	3.336026e+05	2.302247e+05	1.033779e+05
0.440	3.431082e+05	2.409914e+05	1.021167e+05
0.450	3.529248e+05	2.520635e+05	1.008613e+05
0.460	3.630315e+05	2.634199e+05	9.961157e+04
0.470	3.734082e+05	2.750404e+05	9.836781e+04
0.480	3.840483e+05	2.869182e+05	9.713012e+04
0.490	3.949457e+05	2.990471e+05	9.589867e+04
0.500	4.061056e+05	3.114319e+05	9.467363e+04
0.510	4.175331e+05	3.240779e+05	9.345518e+04
0.520	4.292426e+05	3.369991e+05	9.224351e+04
0.530	4.412505e+05	3.502117e+05	9.103882e+04
0.540	4.535859e+05	3.637446e+05	8.984130e+04
0.550	4.662809e+05	3.776297e+05	8.865116e+04
0.560	4.793726e+05	3.919040e+05	8.746859e+04
0.570	4.928890e+05	4.065952e+05	8.629381e+04
0.580	5.068487e+05	4.217217e+05	8.512700e+04
0.590	5.212525e+05	4.372842e+05	8.396838e+04
0.600	5.360909e+05	4.532728e+05	8.281813e+04
0.610	5.513404e+05	4.696639e+05	8.167644e+04
0.620	5.669700e+05	4.864265e+05	8.054351e+04
0.630	5.829394e+05	5.035198e+05	7.941951e+04
0.640	5.992071e+05	5.209025e+05	7.830463e+04
0.650	6.157320e+05	5.385329e+05	7.719903e+04
0.660	6.324786e+05	5.563757e+05	7.610289e+04
0.670	6.494166e+05	5.744003e+05	7.501634e+04
0.680	6.665240e+05	5.925844e+05	7.393955e+04
