a_i  	N_t         	N_i         	N_p         
0.010	7.363886e+04	7.836042e+00	7.363102e+04
0.020	4.421714e+04	0.000000e+00	4.421714e+04
0.030	3.651941e+04	4.308301e+01	3.647633e+04
0.040	3.265397e+04	0.000000e+00	3.265397e+04
0.050	3.023774e+04	7.438457e+00	3.023030e+04
0.060	2.965898e+04	1.178830e+03	2.848015e+04
0.070	2.978030e+04	2.664989e+03	2.711531e+04
0.080	2.971784e+04	3.721257e+03	2.599658e+04
0.090	2.956961e+04	4.521058e+03	2.504856e+04
0.100	2.946896e+04	5.243414e+03	2.422555e+04
0.110	2.948802e+04	5.990040e+03	2.349798e+04
0.120	2.962158e+04	6.776236e+03	2.284534e+04
0.130	2.977068e+04	7.517704e+03	2.225298e+04
0.140	2.989410e+04	8.184154e+03	2.170994e+04
0.150	3.003690e+04	8.828942e+03	2.120796e+04
0.160	3.022265e+04	9.482068e+03	2.074058e+04
0.170	3.042986e+04	1.012713e+04	2.030273e+04
0.180	3.065268e+04	1.076235e+04	1.989032e+04
0.190	3.090736e+04	1.140729e+04	1.950007e+04
0.200	3.119501e+04	1.206576e+04	1.912925e+04
0.210	3.149649e+04	1.272087e+04	1.877562e+04
0.220	3.180619e+04	1.336890e+04	1.843730e+04
0.230	3.214098e+04	1.402828e+04	1.811269e+04
0.240	3.251807e+04	1.471761e+04	1.780046e+04
0.250	3.293395e+04	1.543452e+04	1.749943e+04
0.260	3.337338e+04	1.616477e+04	1.720862e+04
0.270	3.382423e+04	1.689708e+04	1.692715e+04
0.280	3.428473e+04	1.763045e+04	1.665429e+04
0.290	3.475681e+04	1.836745e+04	1.638936e+04
0.300	3.524332e+04	1.911154e+04	1.613178e+04
0.310	3.574601e+04	1.986496e+04	1.588105e+04
0.320	3.626858e+04	2.063188e+04	1.563670e+04
0.330	3.681503e+04	2.141670e+04	1.539834e+04
0.340	3.739061e+04	2.222502e+04	1.516559e+04
0.350	3.799886e+04	2.306072e+04	1.493814e+04
0.360	3.864213e+04	2.392645e+04	1.471569e+04
0.370	3.931874e+04	2.482077e+04	1.449797e+04
0.380	4.002536e+04	2.574061e+04	1.428475e+04
0.390	4.075723e+04	2.668142e+04	1.407581e+04
0.400	4.151247e+04	2.764151e+04	1.387096e+04
0.410	4.229066e+04	2.862065e+04	1.367001e+04
0.420	4.309334e+04	2.962055e+04	1.347279e+04
0.430	4.392048e+04	3.064131e+04	1.327917e+04
0.440	4.477225e+04	3.168326e+04	1.308899e+04
0.450	4.564836e+04	3.274622e+04	1.290214e+04
0.460	4.655112e+04	3.383262e+04	1.271849e+04
0.470	4.748313e+04	3.494519e+04	1.253794e+04
0.480	4.844791e+04	3.608753e+04	1.236039e+04
0.490	4.944673e+04	3.726100e+04	1.218573e+04
0.500	5.047965e+04	3.846576e+04	1.201389e+04
0.510	5.154343e+04	3.969865e+04	1.184478e+04
0.520	5.263369e+04	4.095536e+04	1.167833e+04
0.530	5.374452e+04	4.223005e+04	1.151446e+04
0.540	5.487224e+04	4.351912e+04	1.135312e+04
0.550	5.601527e+04	4.482104e+04	1.119423e+04
0.560	5.717577e+04	4.613803e+04	1.103774e+04
0.570	5.835672e+04	4.747313e+04	1.088359e+04
0.580	5.956245e+04	4.883071e+04	1.073173e+04
0.590	6.079660e+04	5.021449e+04	1.058212e+04
0.600	6.206391e+04	5.162922e+04	1.043469e+04
0.610	6.336871e+04	5.307930e+04	1.028941e+04
0.620	6.471632e+04	5.457009e+04	1.014624e+04
0.630	6.611098e+04	5.610585e+04	1.000513e+04
0.640	6.755680e+04	5.769075e+04	9.866045e+03
0.650	6.905573e+04	5.932679e+04	9.728948e+03
0.660	7.060851e+04	6.101470e+04	9.593804e+03
0.670	7.221254e+04	6.275196e+04	9.460577e+03
0.680	7.386336e+04	6.453413e+04	9.329234e+03
0.690	7.555401e+04	6.635427e+04	9.199743e+03
0.700	7.727779e+04	6.820571e+04	9.072074e+03
0.710	7.902787e+04	7.008167e+04	8.946197e+03
0.720	8.079923e+04	7.197714e+04	8.822082e+03
0.730	8.258724e+04	7.388754e+04	8.699703e+03
0.740	8.438896e+04	7.580993e+04	8.579032e+03
0.750	8.620187e+04	7.774183e+04	8.460042e+03
0.760	8.802574e+04	7.968304e+04	8.342708e+03
