a_i  	N_t         	N_i         	N_p         
0.010	7.577953e+04	2.664358e+01	7.575289e+04
0.020	4.473016e+04	0.000000e+00	4.473016e+04
0.030	3.655789e+04	3.428888e+01	3.652361e+04
0.040	3.245184e+04	0.000000e+00	3.245184e+04
0.050	3.045566e+04	5.969332e+02	2.985873e+04
0.060	3.006530e+04	2.086634e+03	2.797867e+04
0.070	3.013052e+04	3.623178e+03	2.650734e+04
0.080	3.019229e+04	4.894676e+03	2.529762e+04
0.090	3.024699e+04	5.977158e+03	2.426983e+04
0.100	3.027280e+04	6.897095e+03	2.337571e+04
0.110	3.041419e+04	7.830234e+03	2.258396e+04
0.120	3.072117e+04	8.848309e+03	2.187286e+04
0.130	3.102511e+04	9.798300e+03	2.122681e+04
0.140	3.128469e+04	1.065051e+04	2.063418e+04
0.150	3.159346e+04	1.150733e+04	2.008613e+04
0.160	3.198829e+04	1.241253e+04	1.957576e+04
0.170	3.244085e+04	1.334321e+04	1.909765e+04
0.180	3.294017e+04	1.429275e+04	1.864742e+04
0.190	3.348840e+04	1.526684e+04	1.822155e+04
0.200	3.407008e+04	1.625296e+04	1.781712e+04
0.210	3.465339e+04	1.722167e+04	1.743172e+04
0.220	3.523292e+04	1.816959e+04	1.706333e+04
0.230	3.583399e+04	1.912374e+04	1.671025e+04
0.240	3.648840e+04	2.011738e+04	1.637102e+04
0.250	3.720429e+04	2.115988e+04	1.604441e+04
0.260	3.797549e+04	2.224615e+04	1.572934e+04
0.270	3.879256e+04	2.336767e+04	1.542488e+04
0.280	3.965355e+04	2.452332e+04	1.513023e+04
0.290	4.055486e+04	2.571019e+04	1.484468e+04
0.300	4.149293e+04	2.692534e+04	1.456759e+04
0.310	4.246135e+04	2.816293e+04	1.429842e+04
0.320	4.345926e+04	2.942259e+04	1.403667e+04
0.330	4.448777e+04	3.070587e+04	1.378191e+04
0.340	4.555323e+04	3.201949e+04	1.353374e+04
0.350	4.666052e+04	3.336872e+04	1.329181e+04
0.360	4.781535e+04	3.475956e+04	1.305579e+04
0.370	4.901724e+04	3.619183e+04	1.282541e+04
0.380	5.026323e+04	3.766284e+04	1.260039e+04
