%X Y s_xx s_yy s_zz s_xy s_xz s_yz e_xx e_yy e_zz e_xy e_xz e_yz
 +0.110366E+01 -0.100000E+03 -0.362175E+03 -0.215880E+02 -0.126642E+03 +0.301116E+02 +0.000000E+00 +0.000000E+00 -0.447513E-02 +0.199602E-02 +0.000000E+00 +0.114424E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100010E+03 -0.355339E+03 -0.268466E+02 -0.126121E+03 +0.343489E+02 +0.000000E+00 +0.000000E+00 -0.435514E-02 +0.188622E-02 +0.000000E+00 +0.130526E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100020E+03 -0.348504E+03 -0.320988E+02 -0.125599E+03 +0.386020E+02 +0.000000E+00 +0.000000E+00 -0.423520E-02 +0.177650E-02 +0.000000E+00 +0.146687E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100030E+03 -0.341829E+03 -0.361894E+02 -0.124746E+03 +0.457469E+02 +0.000000E+00 +0.000000E+00 -0.412457E-02 +0.168258E-02 +0.000000E+00 +0.173838E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100040E+03 -0.335169E+03 -0.402714E+02 -0.123895E+03 +0.528583E+02 +0.000000E+00 +0.000000E+00 -0.401420E-02 +0.158886E-02 +0.000000E+00 +0.200862E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100050E+03 -0.329896E+03 -0.435779E+02 -0.123246E+03 +0.569218E+02 +0.000000E+00 +0.000000E+00 -0.392634E-02 +0.151370E-02 +0.000000E+00 +0.216303E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100060E+03 -0.324634E+03 -0.468755E+02 -0.122598E+03 +0.609640E+02 +0.000000E+00 +0.000000E+00 -0.383868E-02 +0.143873E-02 +0.000000E+00 +0.231663E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100070E+03 -0.320010E+03 -0.496337E+02 -0.121982E+03 +0.637298E+02 +0.000000E+00 +0.000000E+00 -0.376252E-02 +0.137462E-02 +0.000000E+00 +0.242173E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100080E+03 -0.315396E+03 -0.523833E+02 -0.121367E+03 +0.664784E+02 +0.000000E+00 +0.000000E+00 -0.368655E-02 +0.131069E-02 +0.000000E+00 +0.252618E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100090E+03 -0.311254E+03 -0.547415E+02 -0.120779E+03 +0.684518E+02 +0.000000E+00 +0.000000E+00 -0.361903E-02 +0.125470E-02 +0.000000E+00 +0.260117E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100100E+03 -0.307122E+03 -0.570911E+02 -0.120190E+03 +0.704107E+02 +0.000000E+00 +0.000000E+00 -0.355170E-02 +0.119889E-02 +0.000000E+00 +0.267561E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100110E+03 -0.303351E+03 -0.591357E+02 -0.119621E+03 +0.718504E+02 +0.000000E+00 +0.000000E+00 -0.349088E-02 +0.114922E-02 +0.000000E+00 +0.273032E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100120E+03 -0.299591E+03 -0.611721E+02 -0.119052E+03 +0.732777E+02 +0.000000E+00 +0.000000E+00 -0.343024E-02 +0.109971E-02 +0.000000E+00 +0.278455E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100130E+03 -0.296130E+03 -0.629616E+02 -0.118500E+03 +0.743349E+02 +0.000000E+00 +0.000000E+00 -0.337497E-02 +0.105524E-02 +0.000000E+00 +0.282472E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100140E+03 -0.292680E+03 -0.647431E+02 -0.117950E+03 +0.753811E+02 +0.000000E+00 +0.000000E+00 -0.331988E-02 +0.101092E-02 +0.000000E+00 +0.286448E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100150E+03 -0.289485E+03 -0.663194E+02 -0.117416E+03 +0.761522E+02 +0.000000E+00 +0.000000E+00 -0.326933E-02 +0.970827E-03 +0.000000E+00 +0.289378E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100160E+03 -0.286301E+03 -0.678878E+02 -0.116882E+03 +0.769136E+02 +0.000000E+00 +0.000000E+00 -0.321895E-02 +0.930895E-03 +0.000000E+00 +0.292272E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100170E+03 -0.283339E+03 -0.692827E+02 -0.116365E+03 +0.774656E+02 +0.000000E+00 +0.000000E+00 -0.317251E-02 +0.894569E-03 +0.000000E+00 +0.294369E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100180E+03 -0.280388E+03 -0.706700E+02 -0.115849E+03 +0.780092E+02 +0.000000E+00 +0.000000E+00 -0.312624E-02 +0.858404E-03 +0.000000E+00 +0.296435E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100190E+03 -0.277633E+03 -0.719087E+02 -0.115349E+03 +0.783904E+02 +0.000000E+00 +0.000000E+00 -0.308340E-02 +0.825362E-03 +0.000000E+00 +0.297884E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100200E+03 -0.274888E+03 -0.731400E+02 -0.114849E+03 +0.787643E+02 +0.000000E+00 +0.000000E+00 -0.304074E-02 +0.792478E-03 +0.000000E+00 +0.299304E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100210E+03 -0.272318E+03 -0.742431E+02 -0.114365E+03 +0.790107E+02 +0.000000E+00 +0.000000E+00 -0.300111E-02 +0.762321E-03 +0.000000E+00 +0.300241E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100220E+03 -0.269758E+03 -0.753390E+02 -0.113882E+03 +0.792508E+02 +0.000000E+00 +0.000000E+00 -0.296165E-02 +0.732318E-03 +0.000000E+00 +0.301153E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100230E+03 -0.267354E+03 -0.763235E+02 -0.113414E+03 +0.793902E+02 +0.000000E+00 +0.000000E+00 -0.292487E-02 +0.704712E-03 +0.000000E+00 +0.301683E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100240E+03 -0.264960E+03 -0.773012E+02 -0.112946E+03 +0.795240E+02 +0.000000E+00 +0.000000E+00 -0.288826E-02 +0.677254E-03 +0.000000E+00 +0.302191E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100250E+03 -0.262706E+03 -0.781816E+02 -0.112493E+03 +0.795777E+02 +0.000000E+00 +0.000000E+00 -0.285405E-02 +0.651913E-03 +0.000000E+00 +0.302395E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100260E+03 -0.260461E+03 -0.790556E+02 -0.112041E+03 +0.796265E+02 +0.000000E+00 +0.000000E+00 -0.281999E-02 +0.626714E-03 +0.000000E+00 +0.302581E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100270E+03 -0.258343E+03 -0.798443E+02 -0.111602E+03 +0.796113E+02 +0.000000E+00 +0.000000E+00 -0.278808E-02 +0.603390E-03 +0.000000E+00 +0.302523E-02 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100280E+03 -0.256233E+03 -0.806269E+02 -0.111164E+03 +0.795920E+02 +0.000000E+00 +0.000000E+00 -0.275632E-02 +0.580202E-03 +0.000000E+00 +0.302449E-02 +0.000000E+00 +0.000000E+00
