%X Y s_xx s_yy s_zz s_xy s_xz s_yz e_xx e_yy e_zz e_xy e_xz e_yz
 +0.148320E+01 -0.100000E+03 +0.367530E+03 -0.138806E+02 +0.116704E+03 -0.698479E+01 +0.000000E+00 +0.000000E+00 +0.476569E-02 -0.248112E-02 +0.000000E+00 -0.265422E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100010E+03 +0.349070E+03 -0.714524E+01 +0.112835E+03 -0.101980E+02 +0.000000E+00 +0.000000E+00 +0.448846E-02 -0.227963E-02 +0.000000E+00 -0.387525E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100020E+03 +0.330595E+03 -0.508310E+00 +0.108928E+03 -0.133839E+02 +0.000000E+00 +0.000000E+00 +0.421166E-02 -0.207930E-02 +0.000000E+00 -0.508588E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100030E+03 +0.311066E+03 -0.102762E+01 +0.102313E+03 -0.145809E+02 +0.000000E+00 +0.000000E+00 +0.396632E-02 -0.196347E-02 +0.000000E+00 -0.554074E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100040E+03 +0.291685E+03 -0.155509E+01 +0.957429E+02 -0.157303E+02 +0.000000E+00 +0.000000E+00 +0.372290E-02 -0.184866E-02 +0.000000E+00 -0.597750E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100050E+03 +0.277576E+03 -0.237543E+01 +0.908162E+02 -0.151720E+02 +0.000000E+00 +0.000000E+00 +0.354844E-02 -0.177064E-02 +0.000000E+00 -0.576536E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100060E+03 +0.263585E+03 -0.319889E+01 +0.859275E+02 -0.145933E+02 +0.000000E+00 +0.000000E+00 +0.337550E-02 -0.169340E-02 +0.000000E+00 -0.554544E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100070E+03 +0.252378E+03 -0.409607E+01 +0.819332E+02 -0.135321E+02 +0.000000E+00 +0.000000E+00 +0.323846E-02 -0.163456E-02 +0.000000E+00 -0.514218E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100080E+03 +0.241278E+03 -0.499607E+01 +0.779730E+02 -0.124558E+02 +0.000000E+00 +0.000000E+00 +0.310279E-02 -0.157641E-02 +0.000000E+00 -0.473319E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100090E+03 +0.232028E+03 -0.594532E+01 +0.746072E+02 -0.111165E+02 +0.000000E+00 +0.000000E+00 +0.299099E-02 -0.153050E-02 +0.000000E+00 -0.422426E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100100E+03 +0.222875E+03 -0.689730E+01 +0.712728E+02 -0.976758E+01 +0.000000E+00 +0.000000E+00 +0.288045E-02 -0.148523E-02 +0.000000E+00 -0.371168E-03 +0.000000E+00 +0.000000E+00
