%X Y s_xx s_yy s_zz s_xy s_xz s_yz e_xx e_yy e_zz e_xy e_xz e_yz
 +0.110366E+01 -0.100000E+03 +0.405850E+03 -0.836119E+01 +0.131171E+03 -0.537191E+01 +0.000000E+00 +0.000000E+00 +0.521889E-02 -0.265112E-02 +0.000000E+00 -0.204133E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100010E+03 +0.391106E+03 -0.325882E+01 +0.127990E+03 -0.886294E+01 +0.000000E+00 +0.000000E+00 +0.499921E-02 -0.249372E-02 +0.000000E+00 -0.336792E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100020E+03 +0.376356E+03 +0.181265E+01 +0.124796E+03 -0.123470E+02 +0.000000E+00 +0.000000E+00 +0.477964E-02 -0.233668E-02 +0.000000E+00 -0.469187E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100030E+03 +0.360359E+03 +0.123499E+01 +0.119326E+03 -0.145626E+02 +0.000000E+00 +0.000000E+00 +0.457962E-02 -0.224373E-02 +0.000000E+00 -0.553379E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100040E+03 +0.344407E+03 +0.656523E+00 +0.113871E+03 -0.167580E+02 +0.000000E+00 +0.000000E+00 +0.438018E-02 -0.215107E-02 +0.000000E+00 -0.636804E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100050E+03 +0.332598E+03 +0.538108E-02 +0.109759E+03 -0.171166E+02 +0.000000E+00 +0.000000E+00 +0.423394E-02 -0.208532E-02 +0.000000E+00 -0.650431E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100060E+03 +0.320827E+03 -0.646090E+00 +0.105660E+03 -0.174675E+02 +0.000000E+00 +0.000000E+00 +0.408818E-02 -0.201981E-02 +0.000000E+00 -0.663763E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100070E+03 +0.311364E+03 -0.131742E+01 +0.102315E+03 -0.173494E+02 +0.000000E+00 +0.000000E+00 +0.397193E-02 -0.196902E-02 +0.000000E+00 -0.659277E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100080E+03 +0.301936E+03 -0.198860E+01 +0.989825E+02 -0.172252E+02 +0.000000E+00 +0.000000E+00 +0.385611E-02 -0.191845E-02 +0.000000E+00 -0.654558E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100090E+03 +0.294039E+03 -0.265268E+01 +0.961576E+02 -0.168265E+02 +0.000000E+00 +0.000000E+00 +0.375975E-02 -0.187739E-02 +0.000000E+00 -0.639407E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100100E+03 +0.286174E+03 -0.331648E+01 +0.933429E+02 -0.164236E+02 +0.000000E+00 +0.000000E+00 +0.366379E-02 -0.183653E-02 +0.000000E+00 -0.624098E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100110E+03 +0.279417E+03 -0.396993E+01 +0.908975E+02 -0.158709E+02 +0.000000E+00 +0.000000E+00 +0.358187E-02 -0.180248E-02 +0.000000E+00 -0.603092E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100120E+03 +0.272688E+03 -0.462308E+01 +0.884616E+02 -0.153148E+02 +0.000000E+00 +0.000000E+00 +0.350031E-02 -0.176861E-02 +0.000000E+00 -0.581964E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100130E+03 +0.266809E+03 -0.526714E+01 +0.863089E+02 -0.146624E+02 +0.000000E+00 +0.000000E+00 +0.342951E-02 -0.173995E-02 +0.000000E+00 -0.557170E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100140E+03 +0.260957E+03 -0.591092E+01 +0.841652E+02 -0.140075E+02 +0.000000E+00 +0.000000E+00 +0.335904E-02 -0.171145E-02 +0.000000E+00 -0.532286E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100150E+03 +0.255781E+03 -0.654768E+01 +0.822470E+02 -0.132925E+02 +0.000000E+00 +0.000000E+00 +0.329715E-02 -0.168710E-02 +0.000000E+00 -0.505115E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100160E+03 +0.250630E+03 -0.718420E+01 +0.803372E+02 -0.125757E+02 +0.000000E+00 +0.000000E+00 +0.323557E-02 -0.166291E-02 +0.000000E+00 -0.477878E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100170E+03 +0.246034E+03 -0.781546E+01 +0.786120E+02 -0.118211E+02 +0.000000E+00 +0.000000E+00 +0.318101E-02 -0.164212E-02 +0.000000E+00 -0.449202E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100180E+03 +0.241461E+03 -0.844652E+01 +0.768947E+02 -0.110653E+02 +0.000000E+00 +0.000000E+00 +0.312676E-02 -0.162148E-02 +0.000000E+00 -0.420483E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100190E+03 +0.237352E+03 -0.907360E+01 +0.753318E+02 -0.102877E+02 +0.000000E+00 +0.000000E+00 +0.307838E-02 -0.160370E-02 +0.000000E+00 -0.390933E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100200E+03 +0.233266E+03 -0.970050E+01 +0.737765E+02 -0.950949E+01 +0.000000E+00 +0.000000E+00 +0.303029E-02 -0.158606E-02 +0.000000E+00 -0.361361E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100210E+03 +0.229574E+03 -0.103242E+02 +0.723525E+02 -0.872076E+01 +0.000000E+00 +0.000000E+00 +0.298721E-02 -0.157086E-02 +0.000000E+00 -0.331389E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100220E+03 +0.225904E+03 -0.109477E+02 +0.709357E+02 -0.793190E+01 +0.000000E+00 +0.000000E+00 +0.294441E-02 -0.155579E-02 +0.000000E+00 -0.301412E-03 +0.000000E+00 +0.000000E+00
