%X Y s_xx s_yy s_zz s_xy s_xz s_yz e_xx e_yy e_zz e_xy e_xz e_yz
 +0.110366E+01 -0.100000E+03 +0.345169E+03 -0.112228E+02 +0.110202E+03 -0.578785E+01 +0.000000E+00 +0.000000E+00 +0.446436E-02 -0.230707E-02 +0.000000E+00 -0.219938E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100010E+03 +0.329520E+03 -0.553883E+01 +0.106914E+03 -0.883642E+01 +0.000000E+00 +0.000000E+00 +0.422952E-02 -0.213660E-02 +0.000000E+00 -0.335784E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100020E+03 +0.313868E+03 +0.111049E+00 +0.103613E+03 -0.118758E+02 +0.000000E+00 +0.000000E+00 +0.399485E-02 -0.196654E-02 +0.000000E+00 -0.451280E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100030E+03 +0.297529E+03 -0.467295E+00 +0.980302E+02 -0.132310E+02 +0.000000E+00 +0.000000E+00 +0.379047E-02 -0.187145E-02 +0.000000E+00 -0.502777E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100040E+03 +0.281238E+03 -0.104674E+01 +0.924632E+02 -0.145692E+02 +0.000000E+00 +0.000000E+00 +0.358673E-02 -0.177669E-02 +0.000000E+00 -0.553628E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100050E+03 +0.269464E+03 -0.172603E+01 +0.883534E+02 -0.143593E+02 +0.000000E+00 +0.000000E+00 +0.344109E-02 -0.171151E-02 +0.000000E+00 -0.545655E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100060E+03 +0.257729E+03 -0.240604E+01 +0.842565E+02 -0.141426E+02 +0.000000E+00 +0.000000E+00 +0.329597E-02 -0.164659E-02 +0.000000E+00 -0.537418E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100070E+03 +0.248402E+03 -0.312905E+01 +0.809401E+02 -0.135077E+02 +0.000000E+00 +0.000000E+00 +0.318178E-02 -0.159731E-02 +0.000000E+00 -0.513293E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100080E+03 +0.239111E+03 -0.385250E+01 +0.776354E+02 -0.128675E+02 +0.000000E+00 +0.000000E+00 +0.306804E-02 -0.154827E-02 +0.000000E+00 -0.488964E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100090E+03 +0.231429E+03 -0.459624E+01 +0.748548E+02 -0.119873E+02 +0.000000E+00 +0.000000E+00 +0.297491E-02 -0.150957E-02 +0.000000E+00 -0.455516E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100100E+03 +0.223779E+03 -0.534038E+01 +0.720848E+02 -0.111036E+02 +0.000000E+00 +0.000000E+00 +0.288219E-02 -0.147108E-02 +0.000000E+00 -0.421939E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100110E+03 +0.217295E+03 -0.609922E+01 +0.696945E+02 -0.100975E+02 +0.000000E+00 +0.000000E+00 +0.280440E-02 -0.144008E-02 +0.000000E+00 -0.383704E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100120E+03 +0.210840E+03 -0.685849E+01 +0.673140E+02 -0.908897E+01 +0.000000E+00 +0.000000E+00 +0.272700E-02 -0.140928E-02 +0.000000E+00 -0.345381E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100130E+03 +0.205283E+03 -0.763037E+01 +0.652253E+02 -0.801164E+01 +0.000000E+00 +0.000000E+00 +0.266109E-02 -0.138426E-02 +0.000000E+00 -0.304442E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100140E+03 +0.199753E+03 -0.840268E+01 +0.631458E+02 -0.693305E+01 +0.000000E+00 +0.000000E+00 +0.259555E-02 -0.135942E-02 +0.000000E+00 -0.263456E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100150E+03 +0.194940E+03 -0.918600E+01 +0.612988E+02 -0.582266E+01 +0.000000E+00 +0.000000E+00 +0.253918E-02 -0.133921E-02 +0.000000E+00 -0.221261E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100160E+03 +0.190153E+03 -0.996973E+01 +0.594606E+02 -0.471189E+01 +0.000000E+00 +0.000000E+00 +0.248316E-02 -0.131918E-02 +0.000000E+00 -0.179052E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100170E+03 +0.185954E+03 -0.107625E+02 +0.578131E+02 -0.359259E+01 +0.000000E+00 +0.000000E+00 +0.243467E-02 -0.130294E-02 +0.000000E+00 -0.136518E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100180E+03 +0.181779E+03 -0.115557E+02 +0.561738E+02 -0.247371E+01 +0.000000E+00 +0.000000E+00 +0.238651E-02 -0.128686E-02 +0.000000E+00 -0.940008E-04 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100190E+03 +0.178096E+03 -0.123557E+02 +0.546943E+02 -0.136283E+01 +0.000000E+00 +0.000000E+00 +0.234463E-02 -0.127395E-02 +0.000000E+00 -0.517875E-04 +0.000000E+00 +0.000000E+00
