%X Y s_xx s_yy s_zz s_xy s_xz s_yz e_xx e_yy e_zz e_xy e_xz e_yz
 +0.110366E+01 -0.100000E+03 +0.407677E+03 -0.689920E+01 +0.132257E+03 -0.553704E+01 +0.000000E+00 +0.000000E+00 +0.523299E-02 -0.264396E-02 +0.000000E+00 -0.210407E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100010E+03 +0.393971E+03 -0.228196E+01 +0.129257E+03 -0.911060E+01 +0.000000E+00 +0.000000E+00 +0.502956E-02 -0.249925E-02 +0.000000E+00 -0.346203E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100020E+03 +0.380254E+03 +0.230846E+01 +0.126246E+03 -0.126794E+02 +0.000000E+00 +0.000000E+00 +0.482616E-02 -0.235481E-02 +0.000000E+00 -0.481819E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100030E+03 +0.364642E+03 +0.199364E+01 +0.120990E+03 -0.153852E+02 +0.000000E+00 +0.000000E+00 +0.462940E-02 -0.226093E-02 +0.000000E+00 -0.584639E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100040E+03 +0.349072E+03 +0.167598E+01 +0.115747E+03 -0.180695E+02 +0.000000E+00 +0.000000E+00 +0.443318E-02 -0.216735E-02 +0.000000E+00 -0.686642E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100050E+03 +0.337320E+03 +0.109891E+01 +0.111678E+03 -0.188001E+02 +0.000000E+00 +0.000000E+00 +0.428720E-02 -0.210101E-02 +0.000000E+00 -0.714403E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100060E+03 +0.325606E+03 +0.521041E+00 +0.107622E+03 -0.195219E+02 +0.000000E+00 +0.000000E+00 +0.414169E-02 -0.203491E-02 +0.000000E+00 -0.741833E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100070E+03 +0.316131E+03 -0.105528E+00 +0.104288E+03 -0.197192E+02 +0.000000E+00 +0.000000E+00 +0.402501E-02 -0.198348E-02 +0.000000E+00 -0.749331E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100080E+03 +0.306689E+03 -0.732021E+00 +0.100966E+03 -0.199102E+02 +0.000000E+00 +0.000000E+00 +0.390874E-02 -0.193226E-02 +0.000000E+00 -0.756586E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100090E+03 +0.298729E+03 -0.135511E+01 +0.981334E+02 -0.198142E+02 +0.000000E+00 +0.000000E+00 +0.381132E-02 -0.189028E-02 +0.000000E+00 -0.752939E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100100E+03 +0.290799E+03 -0.197778E+01 +0.953110E+02 -0.197137E+02 +0.000000E+00 +0.000000E+00 +0.371427E-02 -0.184849E-02 +0.000000E+00 -0.749119E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100110E+03 +0.283944E+03 -0.258512E+01 +0.928486E+02 -0.194508E+02 +0.000000E+00 +0.000000E+00 +0.363082E-02 -0.181324E-02 +0.000000E+00 -0.739130E-03 +0.000000E+00 +0.000000E+00
 +0.110366E+01 -0.100120E+03 +0.277118E+03 -0.319189E+01 +0.903955E+02 -0.191843E+02 +0.000000E+00 +0.000000E+00 +0.354772E-02 -0.177816E-02 +0.000000E+00 -0.729005E-03 +0.000000E+00 +0.000000E+00
