%X Y s_xx s_yy s_zz s_xy s_xz s_yz e_xx e_yy e_zz e_xy e_xz e_yz
 +0.148320E+01 -0.100000E+03 -0.419162E+03 -0.267996E+02 -0.147167E+03 +0.360759E+02 +0.000000E+00 +0.000000E+00 -0.516790E-02 +0.228698E-02 +0.000000E+00 +0.137088E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100010E+03 -0.411230E+03 -0.329237E+02 -0.146571E+03 +0.411030E+02 +0.000000E+00 +0.000000E+00 -0.502853E-02 +0.215930E-02 +0.000000E+00 +0.156192E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100020E+03 -0.403302E+03 -0.390293E+02 -0.145969E+03 +0.461770E+02 +0.000000E+00 +0.000000E+00 -0.488932E-02 +0.203186E-02 +0.000000E+00 +0.175473E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100030E+03 -0.395596E+03 -0.438033E+02 -0.145002E+03 +0.546527E+02 +0.000000E+00 +0.000000E+00 -0.476129E-02 +0.192277E-02 +0.000000E+00 +0.207680E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100040E+03 -0.387939E+03 -0.485495E+02 -0.144041E+03 +0.630339E+02 +0.000000E+00 +0.000000E+00 -0.463406E-02 +0.181434E-02 +0.000000E+00 +0.239529E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100050E+03 -0.382067E+03 -0.523011E+02 -0.143341E+03 +0.680313E+02 +0.000000E+00 +0.000000E+00 -0.453579E-02 +0.172977E-02 +0.000000E+00 +0.258519E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100060E+03 -0.376227E+03 -0.560295E+02 -0.142645E+03 +0.729687E+02 +0.000000E+00 +0.000000E+00 -0.443806E-02 +0.164569E-02 +0.000000E+00 +0.277281E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100070E+03 -0.371126E+03 -0.592140E+02 -0.142012E+03 +0.764946E+02 +0.000000E+00 +0.000000E+00 -0.435316E-02 +0.157317E-02 +0.000000E+00 +0.290680E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100080E+03 -0.366055E+03 -0.623757E+02 -0.141382E+03 +0.799703E+02 +0.000000E+00 +0.000000E+00 -0.426878E-02 +0.150112E-02 +0.000000E+00 +0.303887E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100090E+03 -0.361492E+03 -0.651393E+02 -0.140788E+03 +0.825716E+02 +0.000000E+00 +0.000000E+00 -0.419338E-02 +0.143733E-02 +0.000000E+00 +0.313772E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100100E+03 -0.356957E+03 -0.678804E+02 -0.140196E+03 +0.851307E+02 +0.000000E+00 +0.000000E+00 -0.411846E-02 +0.137401E-02 +0.000000E+00 +0.323497E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100110E+03 -0.352802E+03 -0.703126E+02 -0.139628E+03 +0.871100E+02 +0.000000E+00 +0.000000E+00 -0.405031E-02 +0.131699E-02 +0.000000E+00 +0.331018E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100120E+03 -0.348673E+03 -0.727226E+02 -0.139061E+03 +0.890524E+02 +0.000000E+00 +0.000000E+00 -0.398264E-02 +0.126042E-02 +0.000000E+00 +0.338399E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100130E+03 -0.344851E+03 -0.748825E+02 -0.138512E+03 +0.905781E+02 +0.000000E+00 +0.000000E+00 -0.392045E-02 +0.120896E-02 +0.000000E+00 +0.344197E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100140E+03 -0.341057E+03 -0.770206E+02 -0.137966E+03 +0.920713E+02 +0.000000E+00 +0.000000E+00 -0.385873E-02 +0.115795E-02 +0.000000E+00 +0.349871E-02 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100150E+03 -0.337519E+03 -0.789508E+02 -0.137435E+03 +0.932549E+02 +0.000000E+00 +0.000000E+00 -0.380160E-02 +0.111120E-02 +0.000000E+00 +0.354368E-02 +0.000000E+00 +0.000000E+00
