%X Y s_xx s_yy s_zz s_xy s_xz s_yz e_xx e_yy e_zz e_xy e_xz e_yz
 +0.130720E+01 -0.100000E+03 -0.403471E+03 -0.219357E+02 -0.140384E+03 +0.320396E+02 +0.000000E+00 +0.000000E+00 -0.499865E-02 +0.225052E-02 +0.000000E+00 +0.121750E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100010E+03 -0.396046E+03 -0.278780E+02 -0.139895E+03 +0.368589E+02 +0.000000E+00 +0.000000E+00 -0.486687E-02 +0.212832E-02 +0.000000E+00 +0.140064E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100020E+03 -0.388628E+03 -0.337962E+02 -0.139400E+03 +0.417396E+02 +0.000000E+00 +0.000000E+00 -0.473533E-02 +0.200647E-02 +0.000000E+00 +0.158611E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100030E+03 -0.381533E+03 -0.384965E+02 -0.138610E+03 +0.497271E+02 +0.000000E+00 +0.000000E+00 -0.461554E-02 +0.190215E-02 +0.000000E+00 +0.188963E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100040E+03 -0.374502E+03 -0.431574E+02 -0.137827E+03 +0.575769E+02 +0.000000E+00 +0.000000E+00 -0.449681E-02 +0.179873E-02 +0.000000E+00 +0.218792E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100050E+03 -0.369028E+03 -0.468396E+02 -0.137236E+03 +0.620172E+02 +0.000000E+00 +0.000000E+00 -0.440404E-02 +0.171754E-02 +0.000000E+00 +0.235665E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100060E+03 -0.363594E+03 -0.504863E+02 -0.136646E+03 +0.663775E+02 +0.000000E+00 +0.000000E+00 -0.431200E-02 +0.163704E-02 +0.000000E+00 +0.252235E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100070E+03 -0.358806E+03 -0.535576E+02 -0.136080E+03 +0.694453E+02 +0.000000E+00 +0.000000E+00 -0.423179E-02 +0.156792E-02 +0.000000E+00 +0.263892E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100080E+03 -0.354058E+03 -0.565945E+02 -0.135515E+03 +0.724458E+02 +0.000000E+00 +0.000000E+00 -0.415231E-02 +0.149949E-02 +0.000000E+00 +0.275294E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100090E+03 -0.349780E+03 -0.592218E+02 -0.134970E+03 +0.746460E+02 +0.000000E+00 +0.000000E+00 -0.408138E-02 +0.143923E-02 +0.000000E+00 +0.283655E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100100E+03 -0.345540E+03 -0.618155E+02 -0.134427E+03 +0.767903E+02 +0.000000E+00 +0.000000E+00 -0.401114E-02 +0.137962E-02 +0.000000E+00 +0.291803E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100110E+03 -0.341653E+03 -0.640973E+02 -0.133898E+03 +0.784138E+02 +0.000000E+00 +0.000000E+00 -0.394736E-02 +0.132621E-02 +0.000000E+00 +0.297973E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100120E+03 -0.337805E+03 -0.663465E+02 -0.133370E+03 +0.799888E+02 +0.000000E+00 +0.000000E+00 -0.388427E-02 +0.127345E-02 +0.000000E+00 +0.303958E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100130E+03 -0.334246E+03 -0.683479E+02 -0.132856E+03 +0.811954E+02 +0.000000E+00 +0.000000E+00 -0.382641E-02 +0.122565E-02 +0.000000E+00 +0.308543E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100140E+03 -0.330725E+03 -0.703175E+02 -0.132344E+03 +0.823598E+02 +0.000000E+00 +0.000000E+00 -0.376924E-02 +0.117850E-02 +0.000000E+00 +0.312967E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100150E+03 -0.327446E+03 -0.720848E+02 -0.131845E+03 +0.832552E+02 +0.000000E+00 +0.000000E+00 -0.371642E-02 +0.113545E-02 +0.000000E+00 +0.316370E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100160E+03 -0.324206E+03 -0.738212E+02 -0.131349E+03 +0.841137E+02 +0.000000E+00 +0.000000E+00 -0.366428E-02 +0.109303E-02 +0.000000E+00 +0.319632E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100170E+03 -0.321173E+03 -0.753895E+02 -0.130866E+03 +0.847705E+02 +0.000000E+00 +0.000000E+00 -0.361585E-02 +0.105405E-02 +0.000000E+00 +0.322128E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100180E+03 -0.318179E+03 -0.769278E+02 -0.130385E+03 +0.853949E+02 +0.000000E+00 +0.000000E+00 -0.356808E-02 +0.101569E-02 +0.000000E+00 +0.324501E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100190E+03 -0.315365E+03 -0.783248E+02 -0.129918E+03 +0.858660E+02 +0.000000E+00 +0.000000E+00 -0.352350E-02 +0.980265E-03 +0.000000E+00 +0.326291E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100200E+03 -0.312589E+03 -0.796929E+02 -0.129453E+03 +0.863086E+02 +0.000000E+00 +0.000000E+00 -0.347958E-02 +0.945442E-03 +0.000000E+00 +0.327973E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100210E+03 -0.309970E+03 -0.809410E+02 -0.129001E+03 +0.866332E+02 +0.000000E+00 +0.000000E+00 -0.343842E-02 +0.913132E-03 +0.000000E+00 +0.329206E-02 +0.000000E+00 +0.000000E+00
 +0.130720E+01 -0.100220E+03 -0.307389E+03 -0.821615E+02 -0.128552E+03 +0.869330E+02 +0.000000E+00 +0.000000E+00 -0.339790E-02 +0.881410E-03 +0.000000E+00 +0.330345E-02 +0.000000E+00 +0.000000E+00
