%X Y s_xx s_yy s_zz s_xy s_xz s_yz e_xx e_yy e_zz e_xy e_xz e_yz
 +0.148320E+01 -0.100000E+03 +0.352306E+03 -0.123973E+02 +0.112170E+03 -0.692674E+01 +0.000000E+00 +0.000000E+00 +0.456259E-02 -0.236678E-02 +0.000000E+00 -0.263216E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100010E+03 +0.334504E+03 -0.602143E+01 +0.108399E+03 -0.103493E+02 +0.000000E+00 +0.000000E+00 +0.429600E-02 -0.217400E-02 +0.000000E+00 -0.393274E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100020E+03 +0.316682E+03 +0.262235E+00 +0.104592E+03 -0.137486E+02 +0.000000E+00 +0.000000E+00 +0.402972E-02 -0.198226E-02 +0.000000E+00 -0.522448E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100030E+03 +0.297389E+03 -0.156076E+00 +0.980870E+02 -0.154574E+02 +0.000000E+00 +0.000000E+00 +0.378675E-02 -0.186662E-02 +0.000000E+00 -0.587382E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100040E+03 +0.278237E+03 -0.583887E+00 +0.916254E+02 -0.171147E+02 +0.000000E+00 +0.000000E+00 +0.354561E-02 -0.175198E-02 +0.000000E+00 -0.650358E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100050E+03 +0.264108E+03 -0.135215E+01 +0.867095E+02 -0.169248E+02 +0.000000E+00 +0.000000E+00 +0.337057E-02 -0.167317E-02 +0.000000E+00 -0.643141E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100060E+03 +0.250095E+03 -0.212340E+01 +0.818306E+02 -0.167125E+02 +0.000000E+00 +0.000000E+00 +0.319702E-02 -0.159513E-02 +0.000000E+00 -0.635075E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100070E+03 +0.238796E+03 -0.296490E+01 +0.778244E+02 -0.159743E+02 +0.000000E+00 +0.000000E+00 +0.305847E-02 -0.153500E-02 +0.000000E+00 -0.607024E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100080E+03 +0.227601E+03 -0.380858E+01 +0.738515E+02 -0.152197E+02 +0.000000E+00 +0.000000E+00 +0.292124E-02 -0.147554E-02 +0.000000E+00 -0.578347E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100090E+03 +0.218205E+03 -0.469007E+01 +0.704599E+02 -0.141783E+02 +0.000000E+00 +0.000000E+00 +0.280715E-02 -0.142785E-02 +0.000000E+00 -0.538777E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100100E+03 +0.208904E+03 -0.557345E+01 +0.670990E+02 -0.131258E+02 +0.000000E+00 +0.000000E+00 +0.269429E-02 -0.138078E-02 +0.000000E+00 -0.498781E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100110E+03 +0.200908E+03 -0.648264E+01 +0.641604E+02 -0.119191E+02 +0.000000E+00 +0.000000E+00 +0.259821E-02 -0.134222E-02 +0.000000E+00 -0.452926E-03 +0.000000E+00 +0.000000E+00
 +0.148320E+01 -0.100120E+03 +0.193001E+03 -0.739371E+01 +0.612505E+02 -0.107048E+02 +0.000000E+00 +0.000000E+00 +0.250327E-02 -0.130424E-02 +0.000000E+00 -0.406781E-03 +0.000000E+00 +0.000000E+00
