0      5.00e-06  1.37e-05  2.46e-05  3.73e-05  5.16e-05  6.72e-05  8.40e-05  1.02e-04  1.21e-04  1.41e-04  1.62e-04  1.84e-04  2.06e-04  2.30e-04  2.54e-04  2.79e-04  3.04e-04  3.30e-04  3.57e-04  3.85e-04  4.13e-04  4.42e-04  4.71e-04  5.02e-04  5.32e-04  5.63e-04  5.95e-04  6.27e-04  6.60e-04  6.93e-04  7.27e-04  7.61e-04  7.96e-04  8.31e-04  8.67e-04  9.03e-04  9.39e-04  9.76e-04  1.01e-03  1.05e-03  1.09e-03  1.13e-03  1.17e-03  1.21e-03  1.25e-03  1.29e-03  1.33e-03  1.37e-03  1.41e-03  1.45e-03  1.50e-03  1.54e-03  1.58e-03  1.63e-03  1.67e-03  1.71e-03  1.76e-03  1.80e-03  1.85e-03  1.89e-03  1.94e-03  1.99e-03  2.03e-03  2.08e-03  2.13e-03  2.17e-03  2.22e-03  2.27e-03  2.32e-03  2.37e-03  2.42e-03  2.47e-03  2.52e-03  2.57e-03  2.62e-03  2.67e-03  2.72e-03  2.77e-03  2.82e-03  2.87e-03  2.93e-03  2.98e-03  3.03e-03  3.08e-03  3.14e-03  3.19e-03  3.25e-03  3.30e-03  3.35e-03  3.41e-03  3.46e-03  3.52e-03  3.57e-03  3.63e-03  3.69e-03  3.74e-03  3.80e-03  3.86e-03  3.91e-03  3.97e-03  4.03e-03  4.09e-03  4.15e-03  4.20e-03  4.26e-03  4.32e-03  4.38e-03  4.44e-03  4.50e-03  4.56e-03  4.62e-03  4.68e-03  4.74e-03  4.80e-03  4.86e-03  4.93e-03  4.99e-03  5.05e-03  5.11e-03  5.17e-03  
+9.51e-04 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09 +2.560237e+09
+1.14e-03 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08 +7.914441e+08
+1.34e-03 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08 +2.933188e+08
+1.54e-03 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08 +1.241426e+08
+1.73e-03 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07 +5.814900e+07
+1.93e-03 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07 +2.950549e+07
+2.13e-03 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07 +1.597236e+07
+2.33e-03 +0.000000e+00 +7.245466e+06 +7.986847e+06 +8.091716e+06 +8.185226e+06 +8.353067e+06 +8.595684e+06 +8.707820e+06 +8.863625e+06 +8.930822e+06 +8.967842e+06 +8.994522e+06 +9.014398e+06 +9.026874e+06 +9.037677e+06 +9.047028e+06 +9.054429e+06 +9.060470e+06 +9.065519e+06 +9.070250e+06 +9.074280e+06 +9.078082e+06 +9.081092e+06 +9.084000e+06 +9.086782e+06 +9.089045e+06 +9.091246e+06 +9.093217e+06 +9.094993e+06 +9.096726e+06 +9.098292e+06 +9.099715e+06 +9.101013e+06 +9.102286e+06 +9.103450e+06 +9.104517e+06 +9.105499e+06 +9.106464e+06 +9.107299e+06 +9.108123e+06 +9.108929e+06 +9.109633e+06 +9.110325e+06 +9.110932e+06 +9.111531e+06 +9.112117e+06 +9.112634e+06 +9.113142e+06 +9.113591e+06 +9.114034e+06 +9.114467e+06 +9.114852e+06 +9.115212e+06 +9.115565e+06 +9.115896e+06 +9.116204e+06 +9.116493e+06 +9.116776e+06 +9.117040e+06 +9.117277e+06 +9.117508e+06 +9.117725e+06 +9.117937e+06 +9.118127e+06 +9.118312e+06 +9.118486e+06 +9.118648e+06 +9.118800e+06 +9.118943e+06 +9.119077e+06 +9.119207e+06 +9.119328e+06 +9.119442e+06 +9.119548e+06 +9.119648e+06 +9.119741e+06 +9.119832e+06 +9.119916e+06 +9.119993e+06 +9.120067e+06 +9.120136e+06 +9.120203e+06 +9.120263e+06 +9.120322e+06 +9.120374e+06 +9.120425e+06 +9.120473e+06 +9.120517e+06 +9.120560e+06 +9.120598e+06 +9.120636e+06 +9.120669e+06 +9.120701e+06 +9.120731e+06 +9.120759e+06 +9.120785e+06 +9.120810e+06 +9.120833e+06 +9.120855e+06 +9.120874e+06 +9.120893e+06 +9.120910e+06 +9.120926e+06 +9.120941e+06 +9.120955e+06 +9.120968e+06 +9.120980e+06 +9.120992e+06 +9.121002e+06 +9.121010e+06 +9.121010e+06 +9.121010e+06 +9.121010e+06 +9.121010e+06 +9.121010e+06 +9.121010e+06 +9.121010e+06 +9.121010e+06 +9.121010e+06 +9.121010e+06
+2.53e-03 +0.000000e+00 +4.307861e+06 +4.814252e+06 +4.933166e+06 +5.016047e+06 +5.101301e+06 +5.189923e+06 +5.237386e+06 +5.290516e+06 +5.321580e+06 +5.341678e+06 +5.357601e+06 +5.370295e+06 +5.378624e+06 +5.386033e+06 +5.392583e+06 +5.397854e+06 +5.402209e+06 +5.405881e+06 +5.409347e+06 +5.412317e+06 +5.415133e+06 +5.417372e+06 +5.419543e+06 +5.421625e+06 +5.423324e+06 +5.424979e+06 +5.426464e+06 +5.427804e+06 +5.429114e+06 +5.430299e+06 +5.431377e+06 +5.432362e+06 +5.433328e+06 +5.434212e+06 +5.435023e+06 +5.435770e+06 +5.436504e+06 +5.437140e+06 +5.437768e+06 +5.438382e+06 +5.438919e+06 +5.439447e+06 +5.439910e+06 +5.440367e+06 +5.440815e+06 +5.441209e+06 +5.441597e+06 +5.441941e+06 +5.442279e+06 +5.442610e+06 +5.442904e+06 +5.443180e+06 +5.443450e+06 +5.443703e+06 +5.443939e+06 +5.444160e+06 +5.444376e+06 +5.444578e+06 +5.444759e+06 +5.444937e+06 +5.445103e+06 +5.445265e+06 +5.445410e+06 +5.445552e+06 +5.445685e+06 +5.445810e+06 +5.445926e+06 +5.446035e+06 +5.446138e+06 +5.446237e+06 +5.446330e+06 +5.446417e+06 +5.446499e+06 +5.446575e+06 +5.446647e+06 +5.446716e+06 +5.446781e+06 +5.446839e+06 +5.446896e+06 +5.446949e+06 +5.447000e+06 +5.447047e+06 +5.447091e+06 +5.447132e+06 +5.447171e+06 +5.447207e+06 +5.447241e+06 +5.447274e+06 +5.447304e+06 +5.447332e+06 +5.447358e+06 +5.447382e+06 +5.447405e+06 +5.447427e+06 +5.447447e+06 +5.447466e+06 +5.447483e+06 +5.447500e+06 +5.447515e+06 +5.447529e+06 +5.447542e+06 +5.447555e+06 +5.447566e+06 +5.447577e+06 +5.447587e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447591e+06 +5.447592e+06
